Formula,Mono Inty
C14H18O,0.1145184
C15H20O,0.1478858
C16H22O,0.1103657
C17H24O,0.12723
C14H16O,0.1119187
C15H18O,0.1107852
C16H20O,0.1024823
C17H22O,0.0781857
C18H24O,0.0988974
C14H14O,0.1161365
C15H16O,0.1286131
C16H18O,0.0922087
C17H20O,0.1112504
C18H22O,0.0853714
C11H16O2,0.113637
C12H18O2,0.1923847
C13H20O2,0.1252528
C14H22O2,0.1368488
C15H24O2,0.0910425
C16H26O2,0.0847538
C11H14O2,0.1069718
C12H16O2,0.2955381
C13H18O2,0.2945311
C14H20O2,0.3847675
C15H22O2,0.2486752
C16H24O2,0.1831088
C17H26O2,0.1247273
C18H28O2,0.0743357
C11H12O2,0.1188468
C13H16O2,0.3777711
C14H18O2,0.4302659
C15H20O2,0.2875313
C16H22O2,0.2986855
C17H24O2,0.2232806
C18H26O2,0.1463933
C20H30O2,0.0808022
C13H14O2,0.2254842
C14H16O2,0.366603
C15H18O2,0.3709993
C16H20O2,0.392311
C17H22O2,0.2680329
C18H24O2,0.2695542
C19H26O2,0.1466216
C20H28O2,0.1549672
C12H10O2,0.1012734
C13H12O2,0.2793583
C14H14O2,0.3140876
C15H16O2,0.2418469
C16H18O2,0.225213
C17H20O2,0.3107344
C18H22O2,0.2687272
C19H24O2,0.21227
C20H26O2,0.1650105
C21H28O2,0.1206791
C22H30O2,0.078831
C13H10O2,0.1571955
C14H12O2,0.1709815
C15H14O2,0.2663878
C16H16O2,0.1878758
C17H18O2,0.2243594
C18H20O2,0.1672334
C19H22O2,0.1511941
C20H24O2,0.159635
C21H26O2,0.1310544
C13H8O2,0.2130808
C14H10O2,0.2404805
C15H12O2,0.2365958
C16H14O2,0.2015354
C17H16O2,0.154498
C18H18O2,0.1203945
C19H20O2,0.0922014
C20H22O2,0.0763117
C22H26O2,0.0796182
C27H36O2,0.078651
C15H10O2,0.1169014
C16H12O2,0.1647994
C17H14O2,0.1428294
C18H16O2,0.0770168
C10H16O3,0.0838462
C11H18O3,0.1591226
C12H20O3,0.1365125
C13H22O3,0.1379796
C14H24O3,0.0718795
C10H14O3,0.1509337
C11H16O3,0.2799038
C12H18O3,0.2724944
C13H20O3,0.3503854
C14H22O3,0.2937727
C15H24O3,0.2615546
C16H26O3,0.1446085
C17H28O3,0.0770533
C10H12O3,0.2228371
C11H14O3,0.4476117
C12H16O3,0.4714271
C13H18O3,0.6229198
C14H20O3,0.4964272
C15H22O3,0.6596649
C16H24O3,0.3397245
C17H26O3,0.2788589
C18H28O3,0.2097224
C19H30O3,0.1659312
C20H32O3,0.1167212
C11H12O3,0.4098642
C12H14O3,0.4563562
C13H16O3,0.702599
C14H18O3,0.6645749
C15H20O3,0.6610461
C16H22O3,0.5317274
C17H24O3,0.4881807
C18H26O3,0.4574297
C19H28O3,0.3728789
C20H30O3,0.2365678
C21H32O3,0.1126993
C22H34O3,0.0902916
C11H10O3,0.5285023
C12H12O3,0.4038452
C13H14O3,0.6140377
C14H16O3,0.4762248
C15H18O3,0.6465454
C16H20O3,0.5953496
C17H22O3,0.6188681
C18H24O3,0.5038412
C19H26O3,0.4759487
C20H28O3,0.365308
C21H30O3,0.2159257
C22H32O3,0.1298133
C12H10O3,0.3896722
C13H12O3,0.4603387
C14H14O3,0.4885167
C15H16O3,0.5390819
C16H18O3,0.5152493
C17H20O3,0.6516697
C18H22O3,0.5061748
