Formula,Mono Inty
C13H24,1912512.152
C14H26,1453855.935
C15H28,1636088.204
C16H30,2175086.562
C17H32,2036839.454
C18H34,3015311.15
C19H36,2441576.565
C20H38,3082836.582
C21H40,3169571.164
C22H42,2756960.272
C23H44,4397319.633
C24H46,2137301.146
C25H48,3817222.877
C26H50,3125973.708
C27H52,4778032.152
C28H54,4000179.828
C29H56,4953650.176
C30H58,4944074.829
C31H60,4307791.595
C32H62,5242295.204
C33H64,5279419.406
C34H66,5202326.986
C35H68,4161772.454
C36H70,4230407.73
C37H72,2657199.009
C38H74,3623160.318
C39H76,2132754.815
C40H78,2775470.025
C41H80,2970345.365
C42H82,2375498.205
C43H84,2432909.326
C44H86,2316278.924
C45H88,1896716.228
C46H90,2218165.987
,
Formula,Mono Inty
C11H18,2045565.622
C12H20,2836574.458
C13H22,3989194.649
C14H24,6503962.35
C15H26,6603995.287
C16H28,6099754.35
C17H30,5775573.489
C18H32,5788567.822
C19H34,9593278.982
C20H36,9970216.85
C21H38,10476270.07
C22H40,7084735.163
C23H42,8356345.222
C24H44,8100142.605
C25H46,4927445.596
C26H48,8844700.918
C27H50,9602666.553
C28H52,10909990.61
C29H54,13305007.35
C30H56,10867273.51
C31H58,8050808.699
C32H60,12423119.46
C33H62,9257096.291
C34H64,8832987.626
C35H66,9916183.497
C36H68,8536187.836
C37H70,9021903.539
C38H72,6814996.818
C39H74,7580699.235
C40H76,8138058.62
C41H78,6232660.164
C42H80,5279994.552
C43H82,4538978.968
C44H84,5639977.537
C45H86,3581440.332
C46H88,4236776.262
C47H90,3935593.546
C48H92,2866296.381
C49H94,3102852.87
C50H96,2429519.789
C53H102,2205706.173
,
Formula,Mono Inty
C12H18,5682733.826
C13H20,7633890.202
C14H22,16492841.02
C15H24,7409299.384
C16H26,12800046
C17H28,12088637.13
C18H30,12689142.57
C19H32,11993619.5
C20H34,11373016.81
C21H36,13020732.06
C22H38,10466625.54
C23H40,13829340.41
C24H42,16069133.07
C25H44,16485032.85
C26H46,24168229.28
C27H48,34907081.54
C28H50,39536069.71
C29H52,41202296.51
C30H54,59063325.36
C31H56,42324560.99
C32H58,40160606.41
C33H60,39215084.92
C34H62,41843542.42
C35H64,33579264.07
C36H66,29829928.7
C37H68,24863234.75
C38H70,29852043.44
C39H72,22458359.61
C40H74,25123907.93
C41H76,14715532.89
C42H78,15932921.13
C43H80,16715199.06
C44H82,11312001.73
C45H84,11994227.56
C46H86,9824801.322
C47H88,7732503.017
C48H90,7453337.133
C49H92,6662647.285
C50H94,5641686.873
C51H96,5651947.201
C52H98,4644879.444
C53H100,4874669.186
C54H102,3058754.937
C55H104,3714907.639
C56H106,2244021.907
C58H110,2085827.845
C59H112,2136799.199
,
Formula,Mono Inty
C12H16,1949683.777
C13H18,3277769.447
C14H20,5469938.982
C15H22,4481926.741
C16H24,8277147.772
C17H26,8248814.383
C18H28,10078152.82
C19H30,11058256.14
C20H32,10887286.28
C21H34,13103895.46
C22H36,20080481.29
C23H38,15615019.76
C24H40,21291370.35
C25H42,18489768.54
C26H44,34196624.35
C27H46,44194573.16
C28H48,39646250.25
C29H50,70163512.06
C30H52,88685799.7
C31H54,67194363.01
C32H56,57381500.51
C33H58,75237896.1
C34H60,57509243.35
C35H62,58579298.66
C36H64,58674736.16
C37H66,40604816.7
C38H68,40166513.12
C39H70,40321171.31
C40H72,45812007.32
C41H74,25531912.99
C42H76,28873237.06
C43H78,22512114.57
C44H80,26194198.2
C45H82,20581418.53
C46H84,16127433.73
C47H86,14940870.76
C48H88,11711113.92
C49H90,11299400.56
C50H92,9869537.621
C51H94,7865553.101
C52H96,7860728.862
C53H98,6888878.47
C54H100,5078315.977
C55H102,5985348
C56H104,4465459.378
C57H106,5031711.778
C58H108,3398107.04
C59H110,2760864.938
C60H112,2138613.085
C61H114,2638373.37
C62H116,2433129.384
,
Formula,Mono Inty
C12H14,4488345.57
C13H16,4331278.521
C14H18,4422560.346
C15H20,3332504.755
C16H22,4553748.618
C17H24,6242324.891
C18H26,7190904.135
C19H28,8639299.084
C20H30,8155733.367
C21H32,9880475.852
C22H34,11975339.14
C23H36,17163029.44
C24H38,24892541.94
C25H40,24349236.89
C26H42,42845835.05
C27H44,57160105.84
C28H46,57350414.27
C29H48,76813831.74
C30H50,65611457.56
C31H52,59663465.7
C32H54,85264446.05
C33H56,75891936.78
C34H58,72339955.15
C35H60,65937778.85
C36H62,61797633.67
C37H64,56165442.65
C38H66,58975488.92
C39H68,49184615.82
C40H70,50251433.56
C41H72,35369356.01
C42H74,35862935.03
C43H76,31018510.36
C44H78,22303034.01
C45H80,24479662.79
C46H82,19829887.97
C47H84,17923332.6
C48H86,15374150.99
C49H88,12927146.9
C50H90,11809758.39
C51H92,10291691.25
C52H94,9297906.823
C53H96,9608813.409
C54H98,8910800.555
C55H100,5660884.995
C56H102,4281445.411
C58H106,3519737.526
C59H108,4342939.738
C61H112,3205776.35
C62H114,3106792.579
,
Formula,Mono Inty
C12H12,4272538.588
C13H14,5476608.091
C14H16,55070033.69
C15H18,3402701.313
C16H20,4466894.763
C17H22,5319042.868
C18H24,7436488.821
C19H26,9001133.497
C20H28,8980552.774
C21H30,9783766.789
C22H32,14503350.06
C23H34,19185588.23
C24H36,28304894.67
C25H38,38279817.08
C26H40,35612865.87
C27H42,42883353.83
C28H44,59220778.15
C29H46,77945068.94
C30H48,74327224.56
C31H50,67487273.59
C32H52,67238052.8
C33H54,74867367.3
C34H56,67994802.7
C35H58,62528854.36
C36H60,61695988.12
C37H62,60201081.18
C38H64,42681810.07
C39H66,40155887.36
C40H68,45963005.3
C41H70,33357296.35
C42H72,35327221.25
C43H74,30122855.63
C44H76,30993079.78
C45H78,27988732.78
C46H80,23447382.84
C47H82,16619857.34
C48H84,17579512.56
C49H86,14576832.57
C50H88,11626073.87
C51H90,10878810
C52H92,10387185.91
C53H94,9506351.29
C54H96,7522329.392
C55H98,7302577.085
C56H100,6584512.64
C57H102,5490641.545
C59H106,3187202.437
C60H108,4229100.681
C61H110,3750840.192
C62H112,4011839.523
C69H126,2442007.044
,
Formula,Mono Inty
C13H12,16925879.01
C14H14,49233165.77
C15H16,15430247.69
C16H18,3467689.209
C17H20,5021221.989
C18H22,8095106.912
C19H24,9308307.444
C20H26,10137441.27
C21H28,19241975.26
C22H30,18535166.43
C23H32,24953460.6
C24H34,31980850.16
C25H36,36923031.73
C26H38,45440024.91
C27H40,78773779.79
C28H42,69378946.49
C29H44,92623754.31
C30H46,95751796.16
C31H48,91113349.28
C32H50,79340859.4
C33H52,92247076.28
C34H54,78718711.56
C35H56,58354655.27
C36H58,67028606.1
C37H60,60995780.15
C38H62,55822770.61
C39H64,55725920.63
C40H66,56115604.91
C41H68,37298056.62
C42H70,33722880.57
C43H72,27570065.87
C44H74,22016503.82
C45H76,20300639.1
C46H78,22788119.85
C47H80,18377561.3
C48H82,17836299.99
C49H84,16599363.2
C50H86,14349366.1
C51H88,10474713.14
C52H90,9980234.98
C53H92,9408484.692
C54H94,6957633.413
C55H96,6936247.632
C56H98,6580746.697
C57H100,6062478.518
C58H102,4857532.018
C60H106,5349166.239
C62H110,2943071.786
C68H122,2289231.048
,
Formula,Mono Inty
C13H10,5113372.523
C14H12,4247689.069
C15H14,1856505.945
C16H16,3400770.359
C17H18,5007236.377
C18H20,7207472.584
C19H22,10187350.31
C20H24,17285178.53
C21H26,22322482.55
C22H28,36476273.54
C23H30,35412946.31
C24H32,38584455.94
C25H34,52813750.77
C26H36,66974542.73
C27H38,88612272.06
C28H40,108397350.8
C29H42,158842748
C30H44,102413862.9
C31H46,84966413.67
C32H48,101251221.3
C33H50,102163611.4
C34H52,98472789.16
C35H54,80517600.77
C36H56,60138481.72
C37H58,55031489.09
C38H60,44224235.93
C39H62,54983003.13
C40H64,48262744.6
