Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C27H52,1910324.215,8.37493E-05,0.083749268,0.222496633
C29H56,2330770.451,3.18523E-05,0.031852345,0.078757014
C31H60,2320012.678,9.58541E-05,0.095854055,0.221643502
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C14H24,1950466.4,1.99554E-05,-0.01995537,-0.103832658
C16H28,1757166.327,1.67867E-05,-0.01678668,-0.076227173
C19H34,2355668.944,4.18816E-06,0.004188159,0.015969122
C20H36,2499933.035,2.67479E-05,0.026747853,0.096813697
C21H38,2291766.116,1.8173E-05,0.018173039,0.062601463
C22H40,1783090.877,1.05819E-05,0.010581942,0.034773218
C23H42,2088235.886,1.63468E-05,0.016346845,0.051352101
C24H44,2506062.075,1.29041E-05,-0.012904091,-0.038827478
C25H46,3288286.551,1.15446E-05,0.011544563,0.033331115
C26H48,2603698.818,9.03232E-05,0.090323249,0.250636415
C27H50,3673215.197,3.36902E-05,0.033690226,0.089986679
C28H52,4720037.81,7.74212E-05,0.077421192,0.199330115
C29H54,5052898.805,7.71932E-05,0.07719317,0.191821184
C30H56,3922051.645,3.46105E-05,0.034610526,0.083110833
C31H58,3001289.871,2.95077E-05,-0.029507719,-0.06855025
C32H60,3777162.992,7.72048E-05,0.07720479,0.173700984
C33H62,3331239.844,5.43243E-05,-0.054324264,-0.118486419
C34H64,3134741.934,5.81335E-05,-0.058133451,-0.12303355
C35H66,3452539.719,8.04709E-06,-0.00804709,-0.016540223
C36H68,3016650.675,1.34218E-06,-0.001342176,-0.002681498
C37H70,2159738.979,4.93773E-05,0.049377332,0.095962584
C38H72,2485889.429,7.37086E-05,-0.073708554,-0.139450734
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,2983836.504,1.47121E-05,-0.014712073,-0.090736372
C13H20,2484622.778,2.16815E-05,-0.021681471,-0.12308073
C14H22,3131436.043,1.63724E-05,-0.016372365,-0.086092338
C16H26,3217869.656,5.04718E-06,-0.005047175,-0.023130593
C17H28,3372587.719,2.3425E-07,0.00023425,0.001008744
C18H30,2506528.503,1.04323E-05,0.01043233,0.042367417
C19H32,4100047.938,3.13651E-06,0.003136513,0.012051903
C20H34,3187929.721,7.24136E-06,0.007241361,0.026402689
C21H36,4868536.475,1.64246E-05,0.016424593,0.056974108
C22H38,4448446.21,1.38418E-05,0.013841786,0.045788645
C23H40,6547415.982,3.508E-05,0.035079953,0.110902658
C24H42,7245075.18,1.85944E-05,0.018594364,0.056290496
C25H44,8185091.92,2.1256E-05,0.021256047,0.061729051
C26H46,8801067.337,5.1897E-05,0.051897049,0.144818215
C27H48,9355214.568,3.99891E-05,0.039989132,0.107389237
C28H50,10177393.79,4.23828E-05,0.042382835,0.10968891
C29H52,11923356.83,9.54317E-06,-0.00954317,-0.023833679
C30H54,14591264.64,8.3951E-05,0.083950963,0.202573345
C31H56,11249419.96,6.89437E-05,0.068943707,0.160918673
C32H58,9917939.495,2.49445E-05,0.024944516,0.056377666
C33H60,8767105.955,8.17726E-06,0.008177265,0.017914153
