Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C25H48,2040685.045,3.02448E-06,0.003024477,0.008681657
C30H58,2310173.49,2.61081E-05,0.026108057,0.062391723
C34H66,2858169.256,0.000102262,0.102262459,0.215508774
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C21H38,2198643.991,5.60182E-06,0.005601824,0.019296848
C22H40,2198630.132,8.94342E-06,0.008943422,0.029388891
C23H42,2185105.023,5.3845E-06,-0.005384501,-0.016914912
C25H46,1968032.36,2.69875E-05,-0.026987524,-0.077917566
C26H48,3452231.06,3.01133E-05,0.03011333,0.083560956
C27H50,3151935.431,5.70779E-07,-0.000570779,-0.001524551
C28H52,3054896.397,4.96619E-05,0.049661931,0.127860578
C29H54,3923350.18,7.84318E-05,0.078431788,0.194899086
C30H56,3239577.111,2.13221E-05,0.021322089,0.051201087
C31H58,2316570.423,7.34709E-05,-0.073470888,-0.17068238
C32H60,3233419.044,4.60969E-05,0.04609686,0.103712087
C33H62,3363025.452,0.000100682,-0.100682316,-0.219597768
C34H64,2784237.95,5.07144E-05,-0.050714369,-0.107331815
C35H66,2793733.959,1.11926E-05,0.011192597,0.023005587
C36H68,2798532.974,8.89646E-07,0.000889646,0.0017774
C38H72,3002903.056,5.6936E-05,-0.056936018,-0.107718426
C39H74,2477379.782,6.82203E-06,0.006822026,0.01257333
C41H78,2281114.578,7.29347E-06,0.007293472,0.012781879
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,2767666.576,7.47786E-06,-0.00747786,-0.046119534
C13H20,1828547.805,6.92762E-06,0.006927618,0.039326496
C14H22,2709294.697,2.39913E-06,-0.002399129,-0.012615566
C15H24,1713917.054,8.44909E-06,-0.008449094,-0.041379033
C16H26,1904692.017,5.19169E-06,0.005191686,0.023792866
C17H28,2395398.606,6.72267E-06,-0.006722672,-0.028949693
C18H30,2360475.353,7.67706E-06,0.007677064,0.031177825
C19H32,3307994.911,1.81288E-05,-0.018128791,-0.069659031
C20H34,3762740.17,1.60708E-05,-0.016070818,-0.058595726
C21H36,3890651.358,5.24954E-06,0.005249542,0.018209764
C22H38,4232212.811,7.58135E-06,-0.00758135,-0.025079116
C23H40,5053380.974,1.56129E-05,0.015612919,0.049359082
C24H42,5427745.316,1.80591E-05,-0.018059093,-0.054670076
C25H44,6129045.153,1.5336E-05,-0.015336013,-0.044536856
C26H46,7519852.681,1.77617E-05,0.017761727,0.049563927
C27H48,9071009.754,2.44661E-06,-0.002446614,-0.006570284
C28H50,8531417.995,1.70001E-05,0.017000128,0.043997186
C29H52,11151453.57,5.48535E-05,-0.054853491,-0.13699437
C30H54,13132985.48,6.94321E-05,0.069432145,0.167539495
C31H56,9686789.756,3.78428E-05,0.037842779,0.088327276
C32H58,8892687.816,1.67574E-05,-0.01675743,-0.037873849
C33H60,7842716.025,4.27868E-05,-0.042786818,-0.093734233
C34H62,9191005.458,2.89831E-05,0.028983073,0.061602523
C35H64,8898014.72,2.92077E-05,-0.029207701,-0.060284114
C36H66,7228303.039,4.27116E-05,0.042711623,0.085677459
C37H68,6221072.232,1.05958E-05,-0.010595828,-0.020673491
C38H70,6084259.195,8.51632E-05,0.085163233,0.16173886
C39H72,5777705.69,1.31891E-06,0.001318915,0.002439889
C40H74,5371433.147,3.09528E-05,0.030952837,0.05581321
C41H76,5236881.331,2.39229E-05,-0.023922915,-0.042073756
C42H78,4435133.873,1.71887E-05,0.017188714,0.029502932
C43H80,4338884.188,4.91354E-05,0.049135419,0.082355477
C44H82,3473219.587,6.68716E-05,-0.066871575,-0.109510341
C45H84,2905522.417,3.36023E-05,0.033602314,0.053793198
C46H86,2814413.418,8.4785E-05,0.084784978,0.13275179
C47H88,3442605.209,5.38815E-05,0.053881519,0.082553178
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C16H24,2606052.515,7.32673E-06,0.007326729,0.033890576
C17H26,2055259.298,9.04791E-07,0.000904791,0.003930397
C18H28,2793116.615,3.58377E-06,-0.003583769,-0.0146744
C19H30,3785964.805,9.77172E-06,-0.009771723,-0.037840466
C20H32,3563153.913,4.23929E-06,-0.004239289,-0.015571287
C21H34,5698378.582,2.33725E-05,-0.02337254,-0.081646218
C22H36,6390631.386,9.26393E-06,0.009263931,0.030850802
C23H38,7531604.136,4.96905E-06,-0.00496905,-0.01581003
C24H40,10029624.95,2.53678E-05,0.025367776,0.077267047
C25H42,8486244.514,4.11224E-05,-0.041122406,-0.120125517
C26H44,10048674.89,1.09418E-05,0.010941767,0.030705603
C27H46,14648278.88,2.82024E-05,0.028202362,0.07614852
C28H48,12320242.93,3.91159E-05,-0.039115868,-0.1017647
C29H50,17695098.34,3.32941E-06,0.00332941,0.008357137
C30H52,18715502.26,5.04888E-05,0.050488775,0.12242466
C31H54,15174466.68,3.14738E-05,-0.031473805,-0.073808959
C32H56,12969141.23,6.98206E-05,-0.069820612,-0.158525333
C33H58,15108248.51,2.86521E-05,0.028652116,0.06304736
C34H60,13002064.67,6.22795E-05,-0.062279513,-0.132942514
C35H62,12007417.11,3.13745E-05,-0.031374471,-0.065026811
C36H64,12454756.39,1.48411E-05,0.01484109,0.029891371
C37H66,10157321.97,3.97618E-05,-0.039761803,-0.077885449
C38H68,9822929.614,5.68866E-05,-0.056886646,-0.108452172
C39H70,8802838.254,4.69122E-05,0.046912206,0.087108721
C40H72,9911919.859,5.72217E-05,0.057221728,0.103556854
C41H74,6747854.482,3.67522E-05,-0.036752172,-0.064866804
C42H76,7102851.297,6.94491E-05,0.069449086,0.119617154
C43H78,6048958.188,2.11137E-05,-0.021113666,-0.035508406
C44H80,5642767.498,6.88365E-05,0.068836516,0.113101504
C45H82,5749731.542,1.19853E-05,-0.011985316,-0.01924914
C46H84,4775844.384,4.55786E-05,0.045578601,0.071590478
C47H86,3259869.213,3.12284E-05,-0.031228445,-0.047994072
C48H88,4222358.553,1.7952E-05,0.017951973,0.027008095
C49H90,2390796.639,1.39619E-05,-0.013961851,-0.020571333
C50H92,2368408.095,3.1511E-05,-0.031511018,-0.04548883
C52H96,2403971.373,0.000200214,0.200214303,0.277785597
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H14,3392720.388,1.63076E-05,-0.016307624,-0.103141299
C14H18,1680110.979,1.61418E-05,0.016141757,0.086717971
C15H20,2339039.897,3.04351E-06,-0.003043512,-0.015205661
C19H28,3803988.423,1.31426E-07,0.000131426,0.000512945
C20H30,3755414.837,2.2171E-05,-0.022171039,-0.082043625
C21H32,5285763.596,7.62546E-06,-0.007625458,-0.026826552
