Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C16H28,1669646.367,4.35567E-07,0.000435567,0.001977878
C21H38,2618803.633,2.13572E-05,0.021357238,0.073570214
C23H42,1785030.423,4.05821E-05,0.040582137,0.127485029
C24H44,1943887.005,1.10926E-05,-0.01109263,-0.033376924
C25H46,2356351.221,3.48006E-05,-0.034800567,-0.100475147
C27H50,2231243.129,1.77276E-05,0.017727586,0.047350429
C28H52,2904683.594,7.84408E-05,0.078440805,0.201955229
C29H54,3071785.694,4.76861E-05,0.047686084,0.118497543
C30H56,2859865.608,3.81888E-05,0.038188763,0.091703314
C32H60,2698949.159,2.89119E-05,0.028911857,0.06504801
C33H62,2330697.256,2.00263E-05,-0.020026326,-0.043679333
C34H64,2215316.535,4.1626E-05,-0.041626004,-0.088097213
C35H66,2521098.511,1.37459E-05,0.013745949,0.028253821
C37H70,2169407.192,7.02606E-05,0.070260612,0.136548284
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,1962120.927,1.24419E-05,0.012441942,0.076735395
C14H22,2142385.352,9.2874E-06,-0.009287402,-0.048836814
C16H26,1887456.184,6.47233E-06,0.006472332,0.029661915
C17H28,1680780.689,2.04532E-06,-0.002045316,-0.0088077
C18H30,2030603.154,4.0054E-06,-0.004005402,-0.016266599
C19H32,2633947.604,8.4337E-06,-0.008433698,-0.032406092
C20H34,2377150.122,1.26901E-05,0.012690054,0.04626914
C21H36,3261033.675,1.18299E-06,0.001182991,0.004103593
C22H38,2995740.9,1.90905E-05,0.019090456,0.063151253
C23H40,3383506.014,4.5123E-06,0.0045123,0.014265301
C24H42,5582987.85,4.13434E-06,0.004134342,0.012515843
C25H44,4110558.369,3.39102E-06,0.003391022,0.009847766
C26H46,5211164.766,2.66646E-05,0.026664623,0.074407373
C27H48,5158317.04,1.35256E-05,0.013525619,0.036322516
C28H50,7382280.983,1.69367E-05,0.016936661,0.043832931
C29H52,8066426.4,2.46507E-05,-0.024650662,-0.061564028
C30H54,9817307.294,4.82514E-05,0.048251384,0.116430402
C31H56,7085400.988,4.52523E-05,0.045252349,0.105621647
C32H58,7988483.112,3.86456E-06,-0.003864563,-0.008734388
C33H60,6294045.702,4.37181E-05,-0.043718138,-0.095774499
C34H62,6377904.714,2.57827E-05,0.025782726,0.054800297
C35H64,5500753.783,2.20394E-05,-0.022039364,-0.045488808
C36H66,5598511.571,1.47944E-05,0.014794371,0.029676795
C37H68,4620207.369,2.8806E-05,0.028805976,0.056203262
C38H70,3764647.621,6.20261E-05,0.062026087,0.117797649
C39H72,3292738.802,8.43889E-05,0.084388855,0.15611278
C40H74,2674611.953,5.8948E-06,0.005894801,0.010629326
C41H76,3393935.582,1.70999E-05,-0.01709991,-0.030073988
C42H78,2821855.932,2.97692E-05,0.029769172,0.051096194
C44H82,2384342.843,3.86701E-05,-0.038670146,-0.063327069
,,,,
