Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C23H44,1775005.391,7.79233E-05,0.077923283,0.243248539
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C14H24,2535118.483,2.31767E-05,-0.023176688,-0.12059396
C19H34,2297881.375,4.33812E-06,0.004338116,0.0165409
C20H36,3089500.322,2.78681E-05,0.027868125,0.100868514
C21H38,3109883.755,3.21885E-05,0.032188473,0.110881044
C22H40,2527413.751,6.77411E-06,0.006774107,0.022260328
C23H42,2681197.644,1.94876E-05,0.019487557,0.061218357
C24H44,2802245.217,4.90072E-06,-0.004900716,-0.014745901
C25H46,3050582.87,3.58749E-05,0.035874906,0.103576945
C26H48,3233186.81,9.58377E-05,0.095837702,0.265938376
C27H50,3431588.062,3.12959E-05,0.03129585,0.083591296
C28H52,4457267.37,9.76372E-05,0.097637188,0.251378613
C29H54,4248585.77,0.000113318,0.113318371,0.28159051
C30H56,3589284.949,0.000105152,0.105151516,0.252502089
C31H58,3792641.196,3.5068E-05,-0.035067957,-0.081467402
C32H60,3831889.38,9.71745E-05,0.097174519,0.218630342
C33H62,3032770.041,7.9178E-05,-0.079178036,-0.172694875
C34H64,2969195.051,1.67131E-05,-0.016713109,-0.035371598
C35H66,3760983.842,2.40088E-05,0.02400876,0.0493483
C36H68,3221781.229,7.56258E-06,0.00756258,0.015109081
C38H72,2307532.126,6.40556E-06,-0.006405563,-0.012118818
C39H74,2723457.478,0.000177007,-0.177006595,-0.3262319
C40H76,3021712.323,7.7044E-05,0.077044022,0.138420329
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,3069470.131,2.61368E-05,-0.026136833,-0.161198321
C13H20,2195635.644,2.18042E-05,-0.021804248,-0.123777711
C14H22,3775501.044,2.56221E-05,-0.025622082,-0.134730989
C15H24,2952430.557,1.62206E-05,-0.016220615,-0.079439685
C16H26,4201814.742,7.87704E-06,-0.007877035,-0.036099499
C17H28,2335364.939,6.8854E-06,-0.006885397,-0.029650432
C18H30,3218731.523,1.02724E-05,0.010272384,0.041717847
C19H32,3677760.957,2.23225E-06,-0.002232248,-0.008577307
C20H34,4352041.976,1.37162E-05,0.013716168,0.050010449
C21H36,5631513.124,2.12422E-05,0.021242213,0.07368561
C22H38,4910674.64,1.51385E-05,0.015138539,0.050078307
C23H40,7149500.282,3.94692E-05,0.039469198,0.124778931
C24H42,7421622.131,2.99203E-05,0.029920267,0.090577267
C25H44,7082320.166,3.52636E-05,0.035263557,0.102407844
C26H46,8090439.784,7.2525E-05,0.072524993,0.202380297
C27H48,10589664.82,4.69079E-05,0.046907875,0.12596925
C28H50,11515128.62,6.26283E-05,0.062628323,0.162085251
C29H52,11924039.8,2.52821E-05,-0.025282092,-0.063140999
C30H54,14658844.2,0.000127663,0.127662503,0.308049122
