Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C17H32,2142046.904,2.06684E-05,-0.020668375,-0.087485037
C18H34,2733975.197,2.23721E-05,-0.022372133,-0.089393399
C19H36,3475006.036,2.26887E-05,-0.022688694,-0.085850417
C20H38,2643778.041,2.31635E-05,-0.023163503,-0.083232926
C21H40,2989328.349,1.12418E-05,-0.01124179,-0.038458055
C22H42,2726483.813,1.62385E-05,-0.016238548,-0.053010217
C23H44,4269123.796,2.26163E-05,0.022616253,0.07059983
C24H46,3787340.91,1.06437E-05,-0.010643696,-0.031833047
C25H48,4462571.726,4.49082E-05,0.044908202,0.128907427
C26H50,5019691.694,3.91305E-05,0.039130489,0.107978569
C27H52,5614590.071,6.85003E-05,0.068500297,0.181984699
C28H54,4350930.907,9.07873E-07,0.000907873,0.00232536
C29H56,6037438.125,6.60255E-06,0.006602555,0.01632525
C30H58,7890535.927,0.00010091,0.100909852,0.241149296
C31H60,5914188.563,7.22345E-05,0.072234468,0.16702789
C32H62,7390916.223,0.000156608,0.15660754,0.350756435
C33H64,8152573.193,3.52049E-05,-0.03520494,-0.076449248
C34H66,7829462.565,0.000146108,0.14610794,0.307909113
C35H68,7185080.276,7.3442E-05,0.073442033,0.150332051
C36H70,7849222.309,8.34902E-05,-0.083490245,-0.166133955
C37H72,6598239.796,9.77413E-05,-0.097741261,-0.189214452
C38H74,7306102.441,5.62598E-05,0.056259787,0.106034694
C39H76,6903842.574,0.000155603,-0.15560259,-0.28572182
C40H78,6404382.934,0.000156549,0.156549302,0.280247763
C41H80,6466085.386,0.000156881,0.15688118,0.273967963
C42H82,6614163.861,0.000130426,0.130426444,0.222327281
C43H84,4892337.082,0.000108495,0.108495331,0.180627672
C44H86,4577186.024,8.42807E-05,0.084280725,0.137114745
C45H88,4228320.652,0.000136892,-0.136892167,-0.217742402
C46H90,4028773.997,0.000145724,0.14572354,0.226734986
C47H92,3358568.316,0.000197254,0.197254091,0.300362589
C48H94,2824784.499,2.53139E-05,-0.025313885,-0.037740486
C49H96,2750073.543,8.28308E-05,0.08283077,0.120964767
C51H100,2642889.135,0.000185349,0.185349387,0.260036387
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C11H18,1902299.047,2.02402E-05,0.020240222,0.134808229
C12H20,3725694.256,4.24953E-05,0.042495263,0.258870425
C13H22,2856212.339,1.9945E-05,0.019945026,0.111942444
C14H24,5804543.307,9.87093E-07,-0.000987093,-0.005136084
C15H26,4997659.134,1.71998E-05,-0.017199786,-0.083411726
C16H28,4455593.548,2.93825E-05,-0.029382514,-0.133424003
C17H30,3886252.222,1.18356E-05,-0.011835559,-0.050528621
C18H32,5323660.237,1.48099E-05,-0.014809917,-0.059657172
C19H34,10555398.57,1.27072E-05,-0.01270715,-0.048451372
C20H36,12215761.39,7.0984E-06,0.007098404,0.025692631
C21H38,14590479.72,5.87064E-07,0.000587064,0.002022284
C22H40,6710757.585,2.2876E-05,-0.022876044,-0.075172745
C23H42,7290192.394,8.59221E-06,0.008592214,0.026991645
C24H44,7077183.447,5.34059E-05,-0.053405855,-0.160694362
C25H46,8437105.765,6.35615E-05,-0.063561501,-0.183512848
C26H48,12153941.97,7.55325E-05,0.075532487,0.209593787
C27H50,11451705.91,5.67971E-06,-0.005679713,-0.015170528
C28H52,12613974.61,8.42638E-05,0.084263769,0.216947147
C29H54,16751809.36,0.000102271,0.102271163,0.254138747
C30H56,17384790.71,7.90275E-05,0.079027518,0.189770097
C31H58,15112473.38,0.000138756,-0.138756374,-0.322349013
C32H60,17415492.84,8.90532E-05,0.089053177,0.200358353
C33H62,16507401.62,0.000157342,-0.157342204,-0.343178407
C34H64,19290129.37,7.87548E-05,-0.078754801,-0.166676544
C35H66,20198324.94,1.87686E-05,-0.018768582,-0.038577486
C36H68,16001776.26,1.56437E-05,-0.015643703,-0.031254144
C37H70,15874465.97,0.000133031,0.133031285,0.258540211
C38H72,14752677.9,7.89687E-05,-0.078968742,-0.149402591
C39H74,14729516.61,9.22472E-05,-0.092247157,-0.170016067
C40H76,16382001.24,8.7128E-05,0.087128018,0.156537635
C41H78,10952186.2,2.20661E-06,0.002206607,0.003867099
C42H80,11069029.62,8.92996E-05,-0.089299629,-0.152746591
C43H82,9744936.678,0.000130498,-0.130497684,-0.217989649
C44H84,10962597.96,6.70886E-05,0.067088645,0.109504359
C45H86,9613855.531,2.71718E-05,0.027171819,0.04335885
C46H88,7452313.793,0.000166544,0.166544059,0.259945405
C47H90,6389543.569,0.000148646,0.148645967,0.227042922
C48H92,4950306.694,3.30759E-06,-0.003307592,-0.004946155
C49H94,5993444.809,0.000163195,0.16319532,0.239031524
C50H96,4797769.965,3.14566E-05,-0.031456586,-0.045147516
C51H98,3657557.604,0.000112792,0.112791776,0.15869026
C52H100,4723464.46,0.00027112,-0.27111954,-0.374070205
C53H102,3382744.285,0.000246213,-0.246212853,-0.333261327
C54H104,3078593.933,0.000228126,0.228125672,0.303030671
C55H106,2741775.619,0.000132817,-0.132817315,-0.1732032
C56H108,2508160.863,8.42645E-05,-0.084264462,-0.10791444
C57H110,2602140.481,0.000301514,0.301514244,0.37932964
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,5088472.218,3.06104E-05,0.030610385,0.188788849
C13H20,6703107.314,1.98752E-05,0.019875186,0.112826869
C14H22,13159298.87,2.6052E-06,0.002605197,0.013699153
C15H24,6888510.025,1.3929E-05,-0.013928988,-0.068216554
C16H26,10804334.94,2.48811E-05,-0.024881132,-0.114027215
C17H28,10579921.05,1.82361E-05,-0.018236066,-0.078529567
C18H30,10208554.15,2.09417E-05,-0.020941714,-0.085047761
C19H32,14815601.04,3.53213E-05,-0.035321329,-0.135720554
C20H34,10611781.21,1.40709E-05,-0.01407093,-0.051303944
C21H36,13058226,3.28232E-06,0.003282323,0.011385817
C22H38,13729705.03,1.56801E-05,-0.015680124,-0.051869869
C23H40,15943012.88,3.96094E-06,-0.003960937,-0.012522207
C24H42,17648533.91,2.46215E-05,-0.02462149,-0.074536345
C25H44,20480132.56,3.1582E-05,-0.031581953,-0.091716206
C26H46,28178472.6,4.6502E-05,0.04650204,0.129763496
C27H48,43418060.93,6.86815E-06,-0.006868151,-0.01844415
C28H50,54636071.46,3.85944E-06,0.003859438,0.00998842
C29H52,64278305.89,9.49247E-05,-0.094924741,-0.237070691
C30H54,90322304.71,0.000131148,0.131147571,0.316458578
C31H56,67943775.14,8.253E-05,0.082529954,0.192629775
C32H58,69129778.19,1.91185E-05,-0.019118545,-0.043210257
C33H60,67012215.39,7.28811E-05,-0.072881098,-0.159662579
C34H62,68849679.3,0.000107104,0.107104353,0.227646617
C35H64,65420390.23,9.46814E-05,-0.094681354,-0.195420427
C36H66,59360720.29,3.84682E-05,0.038468236,0.077165429
C37H68,49282835.28,2.22922E-05,-0.022292193,-0.043494237
C38H70,53241113.8,0.000113445,0.113444523,0.21544964
C39H72,45080122.56,4.6201E-06,0.0046201,0.008546823
C40H74,44093013.48,0.000116973,0.116972573,0.210921368
C41H76,34595958.98,9.62698E-05,-0.096269833,-0.16931187
C42H78,28821699.67,1.85503E-05,-0.018550343,-0.03184005
C43H80,30292025.63,0.000145921,0.145920838,0.244576732
C44H82,27187450.98,9.58553E-05,-0.095855255,-0.156974643
