Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C17H32,2474083.158,1.46668E-05,-0.014666843,-0.062081771
C18H34,2704051.909,2.59141E-05,-0.025914147,-0.103546394
C19H36,3507843.257,5.55213E-07,-0.000555213,-0.002100837
C20H38,3167205.542,3.84142E-06,0.003841416,0.013803279
C21H40,2505804.44,3.02639E-05,-0.030263866,-0.1035324
C22H42,3560138.604,1.09046E-05,-0.010904557,-0.035597574
C23H44,4221635.819,5.65284E-05,0.056528378,0.176461319
C24H46,4101957.623,4.62024E-06,-0.004620236,-0.013818152
C25H48,4162445.643,5.95318E-05,0.059531754,0.170883822
C26H50,4808965.989,5.49518E-05,0.054951802,0.151636669
C27H52,5927739.639,9.38141E-05,0.093814071,0.249235789
C28H54,4228099.318,2.10016E-05,0.021001557,0.053791864
C29H56,6195457.827,6.88766E-06,-0.006887657,-0.017030184
C30H58,8002087.791,0.000108441,0.108441481,0.259148004
C31H60,6519235.904,0.00010178,0.101780267,0.235346692
C32H62,7812586.592,0.000212115,0.212115021,0.475077436
C33H64,6176760.457,4.23312E-05,-0.042331207,-0.091924285
C34H66,6959994.148,0.000153481,0.153480787,0.323446713
C35H68,7204801.573,7.59978E-05,0.075997763,0.155563499
C36H70,6836595.424,7.31768E-05,-0.07317678,-0.145611595
C37H72,5670045.317,9.49975E-05,-0.094997483,-0.183902852
C38H74,6963716.693,7.6643E-05,0.076643039,0.144451687
C39H76,5783919.184,0.00012642,-0.126419828,-0.232135618
C40H78,4846890.488,0.000178902,0.178901855,0.320262333
C41H80,5427551.769,0.00015429,0.154290028,0.269442931
C42H82,4070643.289,0.000104981,0.104981219,0.17895289
C43H84,4386800.177,5.86065E-05,0.058606474,0.097570568
C44H86,2486390.922,0.000169454,-0.169454398,-0.27568221
C45H88,3274298.168,0.00016272,-0.162719696,-0.258823996
C46H90,3030258.829,0.000168663,0.168663151,0.262427314
C47H92,3715185.349,0.000340924,0.340923987,0.519131498
C49H96,2405436.79,0.000337623,0.337623277,0.493059779
C50H98,2661790.371,7.21473E-05,0.072147326,0.103249497
C51H100,2644361.675,0.000180341,0.180341402,0.253010422
C53H104,2453287.432,0.000265788,0.265787577,0.358777841
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C11H18,1694192.697,3.26081E-05,0.032608058,0.217183115
