Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C30H58,2598232.064,4.76633E-05,0.047663288,0.113903331
C31H60,1974347.405,8.13054E-05,0.081305415,0.188002655
C33H64,2023212.705,9.12128E-06,0.009121275,0.019807295
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C14H24,2339667.023,2.50045E-05,-0.025004531,-0.130104676
C15H26,1962372.162,8.24361E-06,-0.008243611,-0.039978047
C19H34,2757877.04,1.76154E-05,0.017615352,0.067165962
C20H36,2794264.016,2.64637E-05,0.02646368,0.095785136
C21H38,3201568.882,1.74444E-05,0.017444395,0.060091471
C22H40,2276583.98,1.58875E-05,0.015887471,0.052207663
C23H42,2249302.407,4.23715E-05,0.042371547,0.133106294
C24H44,2906177.024,4.47005E-05,0.044700468,0.134500479
C25H46,2423612.543,5.50983E-05,0.055098311,0.159078182
C26H48,4010835.991,0.000115573,0.115573461,0.32070279
C27H50,2833119.913,5.36584E-05,0.05365841,0.143321751
C28H52,3373429.873,0.000113076,0.113076449,0.291128837
C29H54,3858604.817,0.000112821,0.112821227,0.280355131
C30H56,3328006.066,7.25643E-05,0.072564314,0.174249897
C31H58,3071949.523,4.32747E-05,-0.043274714,-0.10053276
C32H60,4186352.567,9.99888E-05,0.099988797,0.22496211
C33H62,3986178.973,3.05444E-05,-0.030544426,-0.066620317
C34H64,3759462.499,1.53294E-05,-0.015329411,-0.032443142
C35H66,3626727.009,2.29608E-05,0.022960769,0.047194229
C36H68,2986382.084,3.35595E-05,-0.033559499,-0.067047646
C37H70,2712948.01,3.44622E-05,0.034462158,0.066975626
C38H72,2429082.212,6.68574E-07,-0.000668574,-0.001264889
C39H74,2104580.198,6.03275E-05,-0.060327475,-0.111186517
C40H76,2577672.71,7.28554E-05,0.072855382,0.130894853
C41H78,3122712.322,2.35837E-05,-0.023583693,-0.041330644
C42H80,2579030.061,4.58264E-05,-0.045826396,-0.078385833
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,2376681.704,2.4497E-05,-0.02449695,-0.151084383
C13H20,1975249.131,2.3787E-05,-0.023786992,-0.135033288
C14H22,3247190.691,2.34532E-05,-0.023453172,-0.123326009
C15H24,2281657.608,1.59439E-05,-0.015943943,-0.078084701
C16H26,3208508.914,3.52791E-06,-0.003527906,-0.016167966
C17H28,2731216.898,1.92218E-06,0.001922181,0.008277444
C18H30,3060857.788,9.43768E-06,0.00943768,0.038327976
C19H32,4335072.605,2.99516E-06,-0.002995165,-0.01150878
C20H34,3893173.37,1.9669E-05,0.019669012,0.07171508
C21H36,4599975.532,3.31514E-05,0.033151439,0.114996683
C22H38,5488939.25,1.77272E-05,0.017727207,0.058641622
C23H40,6190162.257,5.07161E-05,0.050716102,0.16033518
C24H42,5959239.532,3.61721E-05,0.0361721,0.109503369
C25H44,5660941.33,4.19145E-05,0.041914494,0.12172263
C26H46,7960852.988,7.80492E-05,0.078049211,0.217795574
C27H48,10638006.45,5.78553E-05,0.057855264,0.15536803
C28H50,12094980.74,7.01202E-05,0.070120213,0.181474639
C29H52,12928836.04,1.11866E-05,-0.01118658,-0.027938029
C30H54,16892318.01,0.000133895,0.133895291,0.323088814
C31H56,11664493.11,0.000104866,0.10486639,0.244764331
C32H58,11330399.74,3.73128E-05,0.037312783,0.084331469
C33H60,11305856.12,4.18103E-06,0.004181028,0.009159491
C34H62,10519787.15,9.20935E-05,0.092093542,0.195741654
C35H64,9869198.686,2.73877E-05,-0.027387705,-0.056527677
C36H66,8765936.633,4.83259E-05,0.048325923,0.096939475
C37H68,6104051.554,2.15984E-05,0.021598383,0.042140547
C38H70,7026995.23,7.96903E-05,0.079690278,0.151344826
C39H72,7174406.56,3.3586E-06,0.003358599,0.006213145
C40H74,5805542.558,3.68924E-05,0.036892405,0.066523258
C41H76,5153067.538,3.48304E-05,-0.034830391,-0.061256974
C42H78,4396676.137,4.1423E-05,-0.041423021,-0.071099012
C43H80,3880405.221,7.38788E-05,0.073878764,0.123827596
C44H82,3639874.733,7.36927E-05,-0.073692705,-0.12068077
C45H84,2974798.902,8.06122E-05,0.080612236,0.129050338
C47H88,3631284.236,1.11259E-05,-0.011125947,-0.017046332
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C13H18,1655644.046,3.10263E-05,-0.031026275,-0.178167702
C16H24,2711161.17,1.42028E-06,0.001420282,0.006569668
C17H26,3517426.966,4.36375E-06,-0.004363745,-0.018956036
C18H28,2876887.415,3.09655E-06,0.003096553,0.012679404
C19H30,4861693.952,4.53942E-06,0.004539424,0.017578674
C20H32,4083296.389,2.06127E-05,0.020612651,0.075712105
C21H34,6954220.675,5.87878E-06,0.005878776,0.020536056
C22H36,7760747.694,4.7588E-05,0.047588003,0.158477866
C23H38,9509533.678,3.78338E-05,0.037833751,0.120375658
C24H40,9752951.441,7.17531E-05,0.071753127,0.218550976
C25H42,8924603.127,1.6284E-05,0.016284012,0.047568359
C26H44,13746371.58,7.42447E-05,0.074244714,0.208351064
C27H46,18428642.98,8.61723E-05,0.08617234,0.232671862
C28H48,13999290.66,3.01932E-06,0.003019317,0.007855123
C29H50,21873423.15,5.89098E-05,0.058909832,0.147869292
C30H52,23103574.6,0.000112297,0.11229742,0.272297624
C31H54,18703534.47,8.41315E-06,0.008413151,0.019729611
C32H56,16001709.15,3.85039E-05,-0.038503936,-0.087421881
C33H58,18730224.43,5.69857E-05,0.05698565,0.1253937
C34H60,16198982.76,3.60614E-05,-0.036061381,-0.076977008
C35H62,15750094.76,1.75769E-06,-0.001757689,-0.003642991
C36H64,13920153.54,7.52649E-05,0.075264856,0.151590604
C37H66,12160985.65,1.92885E-05,-0.01928852,-0.037782368
C38H68,10461116.13,4.97276E-06,-0.004972757,-0.009480368
C39H70,8893312.704,5.5576E-05,0.055576024,0.103196093
C40H72,9052539.586,3.66197E-05,0.036619713,0.066272418
C41H74,7130691.981,8.31754E-05,-0.083175406,-0.146802825
C42H76,7580356.874,6.23744E-05,0.062374446,0.107431992
C43H78,7726526.635,8.86489E-05,-0.088648896,-0.149087374
C44H80,6738524.585,7.54766E-05,0.075476572,0.124011415
C45H82,5055264.239,8.85268E-05,-0.088526782,-0.142179344
C46H84,4184370.902,6.83674E-05,-0.068367371,-0.107384885
C47H86,4001677.492,8.38026E-05,-0.083802624,-0.128793773
C48H88,3471376.726,2.20747E-06,0.002207473,0.003321063
C49H90,2450330.634,2.5096E-05,-0.025096029,-0.036976384
C50H92,2833168.734,0.000214598,-0.214598463,-0.309791104
C51H94,2743345.769,2.80296E-05,0.028029596,0.039660656
C53H98,2977985.481,5.19453E-05,0.051945333,0.070696348
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H14,3616234.711,2.74963E-05,-0.027496321,-0.173906766
C13H16,1833577.275,2.38561E-05,-0.023856058,-0.138597124
C16H22,1864225.47,5.3583E-06,-0.005358303,-0.025018671
C17H24,2621052.722,5.66675E-06,-0.005666747,-0.024833698
C18H26,3684325.509,1.85245E-07,0.000185245,0.000764833
C19H28,4557493.932,2.09217E-05,0.020921745,0.08165568
C20H30,6085496.705,5.35326E-06,0.00535326,0.019809665
C21H32,6448575.214,2.24808E-05,0.022480816,0.079088072
C22H34,7497902.931,1.08581E-05,0.010858102,0.036404081
C23H36,9342597.028,3.8701E-05,0.038700985,0.123929723
C24H38,12058341.76,5.96354E-05,0.059635428,0.182764059
C25H40,13041460.4,1.9285E-05,0.019284963,0.056668312
C26H42,16342350.83,9.58415E-05,0.095841462,0.270487474
C27H44,20457433.46,9.90445E-05,0.099044496,0.268891076
C28H46,19973370.28,9.55162E-05,0.095516156,0.249806905
C29H48,25045134.04,0.000133995,0.133995453,0.338051717
C30H50,20720027.8,2.11788E-05,-0.021178813,-0.051606396
C31H52,18715283.19,3.09699E-05,-0.03096989,-0.072972163
C32H54,21568077.98,8.1328E-05,0.081327997,0.185501401
C33H56,20112940.96,8.05236E-05,0.080523589,0.177976989
C34H58,19101390.35,0.000114377,0.11437682,0.245205006
C35H60,17533406.75,0.000114507,0.114506651,0.238322412
C36H62,15441089.92,6.81991E-05,0.068199083,0.137919374
C37H64,13955700.76,6.90894E-05,0.069089406,0.135868824
C38H66,13217988.99,8.62408E-05,0.086240788,0.165048943
C39H68,11492668.86,1.92739E-05,-0.01927389,-0.035923088
C40H70,11973574.58,5.84588E-05,0.058458775,0.106182933
C41H72,9602417.473,3.34981E-05,-0.033498086,-0.059334498
C42H74,9898147.775,2.03755E-05,-0.020375498,-0.035216447
C43H76,8486301.553,4.03778E-05,0.040377796,0.068137288
C44H78,6520872.972,9.55556E-05,-0.095555601,-0.157523854
C45H80,6054199.083,7.88125E-06,0.007881248,0.012698868
C46H82,6223417.763,4.29839E-05,-0.042983904,-0.06772941
C47H84,5214834.686,9.48269E-05,-0.094826891,-0.146189507
C48H86,3650290.924,4.00174E-05,0.040017442,0.060387922
C49H88,2991589.462,8.50488E-05,-0.085048763,-0.125683753
C50H90,2949221.269,0.000116021,-0.116021463,-0.167975602
C51H92,3406631.522,9.28098E-05,-0.092809828,-0.131697469
C52H94,2776341.497,0.000100272,-0.100271697,-0.139511252
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H12,7479715.617,2.33836E-05,-0.023383563,-0.149804465
C13H14,3645928.002,2.86128E-05,-0.028612841,-0.168202437
C14H16,83763346.36,2.42904E-05,-0.024290357,-0.131923045
C16H20,2189770.495,1.33087E-05,-0.013308685,-0.062730507
