Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C17H32,2641639.073,2.35343E-05,-0.023534344,-0.0996161
C18H34,2747307.963,3.2704E-05,-0.032703961,-0.130676779
C19H36,3125735.725,5.09451E-06,-0.005094505,-0.019276799
C20H38,3152474.465,1.4201E-06,0.001420102,0.005102821
C21H40,3225636.125,4.57719E-05,-0.045771881,-0.156585169
C22H42,3777931.97,1.16925E-06,-0.00116925,-0.003816978
C23H44,5264720.149,2.60496E-05,0.026049557,0.081317372
C24H46,3746078.727,2.15891E-06,-0.002158912,-0.006456851
C25H48,5182416.175,2.23409E-05,0.022340922,0.064128837
C26H50,5325368.116,4.31053E-05,0.043105255,0.118946732
C27H52,6835560.87,4.98002E-05,0.049800151,0.132304032
C28H54,5849045.519,3.56373E-05,0.0356373,0.091278796
C29H56,5489273.433,1.37263E-06,0.001372626,0.003393907
C30H58,8777874.144,9.38049E-05,0.093804911,0.224170264
C31H60,6696577.28,0.000109569,0.109568827,0.253356194
C32H62,8558560.84,0.000159452,0.159451965,0.35712714
C33H64,8326782.499,5.63535E-05,-0.056353503,-0.122374387
C34H66,8403503.223,0.000127912,0.127911849,0.269562516
C35H68,7816103.598,7.75664E-05,0.077566381,0.158774378
C36H70,6770213.327,6.86629E-05,-0.068662856,-0.136629515
C37H72,7274458.195,0.000101739,-0.101739328,-0.196954194
C38H74,8469340.358,9.79209E-05,0.097920944,0.184554862
C39H76,6988658.053,3.36401E-05,-0.033640113,-0.061770915
C40H78,7582138.605,0.000120083,0.120083356,0.214968011
C41H80,6297731.126,0.000123146,0.123146423,0.215055591
C42H82,5589095.956,9.9712E-05,0.099711987,0.169970861
C43H84,4642151.858,0.00010176,0.101759675,0.169413864
C44H86,4202258.541,9.17805E-06,-0.009178053,-0.014931604
C45H88,5037355.883,0.000174012,-0.174012136,-0.276785892
C46H90,3959813.268,0.000166422,0.166422173,0.25894052
C47H92,2433702.847,0.000253409,0.253409317,0.38587123
C48H94,3498407.89,0.000139708,0.139707737,0.208290341
C49H96,2473236.467,0.000343969,0.343969236,0.50232732
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C11H18,2546211.779,6.4121E-06,-0.006412099,-0.042707226
C12H20,3070898.144,3.76037E-05,-0.03760365,-0.229071952
C14H24,6679297.859,1.75082E-05,0.017508236,0.091099622
C15H26,4966892.176,4.48424E-06,0.004484235,0.021746654
C16H28,4652341.864,2.03491E-05,-0.020349087,-0.092403824
C17H30,4290423.104,1.55356E-05,-0.015535639,-0.066325082
C18H32,5534181.994,2.09455E-05,-0.020945492,-0.084372438
C19H34,11930721.63,2.32649E-05,-0.023264873,-0.088707148
C20H36,11518281.95,2.31591E-06,0.00231591,0.008382424
C21H38,15533317.13,1.86504E-05,-0.018650422,-0.064245924
C22H40,8399274.553,4.78867E-05,-0.047886679,-0.157359952
C23H42,8246418.449,3.62389E-07,-0.000362389,-0.001138411
C24H44,8408926.725,7.95771E-05,-0.079577061,-0.239441629
C25H46,9531806.533,4.97296E-05,-0.049729622,-0.143577863
C26H48,14539917,7.60351E-05,0.076035105,0.210988492
C27H50,12121061.06,6.17352E-06,0.00617352,0.016489488
C28H52,14852421.25,9.69966E-05,0.096996588,0.249729311
C29H54,19802448.39,0.000116102,0.116102486,0.288508896
C30H56,16885417.87,6.01509E-05,0.060150863,0.144441272
C31H58,15542652.85,0.000130793,-0.130793416,-0.303850029
C32H60,17933857.99,0.000112292,0.112291555,0.252641755
C33H62,16312869.84,0.000139952,-0.139951821,-0.305248318
C34H64,17506383.48,5.81185E-05,-0.058118536,-0.123001984
C35H66,19398188,2.12447E-07,-0.000212447,-0.00043667
C36H68,17039608.72,1.26416E-06,-0.001264159,-0.00252563
C37H70,17476762.56,0.000107508,0.107507898,0.208936678
C38H72,15000432.21,8.76896E-05,-0.087689634,-0.165901826
C39H74,15847510.07,0.000110029,-0.110029343,-0.202789515
C40H76,15854350.24,0.000119728,0.11972768,0.215107474
C41H78,12359841.8,1.95882E-05,0.019588167,0.034328446
C42H80,11045372.87,0.000100837,-0.100836925,-0.17248108
C43H82,10439915.25,0.000116625,-0.11662482,-0.194815745
C44H84,11472961.43,1.13164E-05,0.01131641,0.018471027
C45H86,9951942.112,7.88481E-05,0.078848099,0.125820173
C46H88,8624047.629,0.000155294,0.155293625,0.242385496
C47H90,8121488.939,0.000119169,0.11916879,0.182019269
C48H92,6648797.087,0.000148315,0.148314855,0.221789205
C49H94,7608074.423,0.000370787,0.370786719,0.543089806
C50H96,5830350.706,7.43402E-05,0.074340169,0.106695429
C51H98,4699094.79,9.58252E-05,0.095825248,0.134819523
C52H100,4364450.121,0.00018189,-0.181889842,-0.250957827
C53H102,3147274.83,0.000410046,-0.41004618,-0.555017874
C54H104,3765685.737,0.000134756,0.134756046,0.179003155
C55H106,2668153.35,0.000239029,-0.239029487,-0.311711406
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,6716128.056,3.06237E-05,-0.030623707,-0.188871012
C14H22,13584583.85,2.45254E-05,0.024525412,0.128964265
C15H24,6460584.319,4.9394E-06,-0.004939398,-0.024190468
C16H26,12212424.84,1.36257E-05,-0.013625682,-0.06244485
C17H28,10843356.57,1.81631E-05,-0.018163147,-0.078215559
C18H30,10663403.4,1.70105E-05,-0.017010526,-0.069082555
C19H32,14264332.64,3.96212E-05,-0.039621171,-0.152242498
C20H34,11581077.17,3.23967E-05,-0.032396665,-0.118121308
C21H36,15205004.79,1.10851E-05,-0.011085123,-0.0384524
C22H38,14163113.89,3.32581E-05,-0.033258146,-0.110017986
C23H40,16813416.92,3.36418E-06,-0.003364182,-0.010635609
C24H42,19678982.59,3.6653E-05,-0.03665305,-0.110959341
