Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C25H48,2101633.66,6.5868E-05,0.06586804,0.189071908
C26H50,1814198.03,6.07565E-05,0.060756534,0.167654529
C27H52,1957943.652,8.12985E-05,0.081298482,0.21598563
C31H60,1967742.746,7.54854E-05,0.07548542,0.174545072
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C14H24,1924410.975,2.87633E-05,-0.028763286,-0.149662392
C17H30,2042775.271,3.57405E-06,0.003574049,0.015258405
C18H32,1771475.486,1.63035E-05,0.016303514,0.065673668
C19H34,2307101.098,3.58634E-06,0.003586345,0.013674454
C20H36,2529037.784,3.87427E-05,0.03874266,0.140228832
C21H38,3238798.795,2.91819E-05,0.029181867,0.100524054
C22H40,2202281.98,1.18573E-05,0.011857282,0.038964099
C23H42,2478862.158,3.34859E-05,0.033485915,0.105192904
C24H44,2760421.326,2.58544E-05,0.025854444,0.077794153
C25H46,3310052.962,2.1852E-05,0.021851968,0.063090342
C26H48,3380207.242,7.0994E-05,0.070993968,0.19699993
C27H50,3630356.159,4.03707E-05,0.040370742,0.107830357
C28H52,3282850.724,0.000106084,0.106084343,0.273126823
C29H54,5546243.99,0.000101489,0.101488541,0.25219397
C30H56,4390864.05,0.000100942,0.100942052,0.242393833
C31H58,2818189.649,2.67575E-05,-0.026757527,-0.062161199
C32H60,3732589.848,0.000120885,0.120884908,0.271975709
C33H62,4104211.382,7.07928E-05,-0.070792842,-0.154405965
C34H64,2334087.167,2.80752E-05,0.028075168,0.059418244
C35H66,3227295.418,6.94758E-06,0.006947578,0.014280254
C36H68,2218484.895,2.91338E-06,-0.002913383,-0.005820573
C37H70,2488500.572,5.49278E-05,0.054927784,0.106749634
C38H72,3176304.33,1.29022E-06,0.001290223,0.002441
C39H74,3266141.712,0.000140725,-0.14072507,-0.259363256
C40H76,2736446.245,1.33406E-05,0.013340613,0.023968271
C41H78,3320070.069,2.70288E-06,0.00270288,0.004736823
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,2311225.232,3.2077E-05,-0.032077017,-0.197834272
C14H22,3163534.462,3.0513E-05,-0.030513028,-0.160449507
C15H24,2187906.877,2.82884E-05,-0.0282884,-0.138541089
C16H26,2616568.357,1.7577E-05,-0.017577009,-0.080553304
C17H28,3342466.161,8.86117E-06,-0.008861171,-0.038158666
C18H30,3078300.871,1.28163E-06,0.00128163,0.005204912
C19H32,4596473.214,3.89887E-06,-0.003898872,-0.014981234
C20H34,4490138.193,1.99145E-05,0.019914478,0.072610074
C21H36,4189400.306,1.01687E-05,0.01016871,0.035273519
C22H38,4791087.863,1.41478E-05,0.014147818,0.046800997
C23H40,6019119.378,4.1273E-05,0.041273047,0.130481666
C24H42,7463005.545,2.66783E-05,0.026678295,0.080762885
C25H44,6427826.051,4.15351E-05,0.041535143,0.120620968
C26H46,8746925.473,7.14772E-05,0.071477225,0.199456508
C27H48,9963984.436,6.00141E-05,0.060014059,0.16116539
C28H50,9774809.47,6.29172E-05,0.062917152,0.162832756
C29H52,11816137.42,5.49969E-06,-0.005499686,-0.013735243
C30H54,15242962.47,0.000122592,0.122592447,0.295815096
C31H56,10707027.04,9.76385E-05,0.097638504,0.22789402
C32H58,11322192.49,3.2669E-05,0.032668981,0.073835907
C33H60,10604374.29,3.36521E-06,0.003365206,0.007372248
C34H62,10799058.53,6.66762E-05,0.066676192,0.141717952
C35H64,9408388.398,2.30365E-05,-0.023036475,-0.047546826
C36H66,8154345.823,3.79292E-05,0.037929243,0.076084235
C37H68,6872295.739,1.83026E-05,0.018302566,0.035710087
C38H70,6657135.275,7.65654E-05,0.07656537,0.145410117
C39H72,6572443.393,6.55458E-06,0.006554577,0.012125454
C40H74,6424640.765,4.62847E-05,0.046284729,0.083459209
C41H76,4122927.282,6.60473E-05,-0.066047289,-0.116158819
C42H78,4538475.324,1.86679E-05,-0.018667924,-0.032041867
C43H80,3804052.323,7.1946E-06,-0.007194602,-0.012058814
C44H82,2648228.212,6.76947E-05,-0.06769471,-0.110858323
C45H84,2670644.121,3.33851E-05,0.033385135,0.05344552
C47H88,2343286.332,8.34625E-05,-0.08346251,-0.127874931
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H16,1670002.427,2.42193E-05,-0.024219305,-0.1512523
C14H20,1756063.092,2.71955E-05,-0.027195541,-0.144536813
C15H22,1973352.601,2.53387E-05,-0.025338655,-0.125332072
C16H24,1793713.831,3.58963E-06,-0.003589635,-0.016604243
C17H26,2732524.011,4.41597E-06,0.004415967,0.019182886
C18H28,2557653.911,1.21841E-05,0.012184089,0.049889993
C19H30,5297839.005,2.34747E-06,0.002347466,0.009090434
C20H32,5179249.02,1.98914E-05,0.019891364,0.073062753
C21H34,5925304.158,1.10322E-06,0.001103221,0.00385383
C22H36,8369941.089,4.6863E-05,0.046862958,0.156063317
C23H38,8562231.118,2.90341E-05,0.029034147,0.092377956
C24H40,10421935.96,6.63449E-05,0.066344911,0.202078231
C25H42,9779196.757,2.31784E-05,0.023178431,0.067708124
C26H44,12723870.36,7.16505E-05,0.07165048,0.201070929
C27H46,18609020.62,8.64763E-05,0.086476306,0.233492594
C28H48,16458672.87,1.46073E-06,0.001460725,0.003800255
C29H50,21387693.05,4.17565E-05,0.041756498,0.104812788
C30H52,22554544.28,0.000100053,0.100053206,0.242607982
C31H54,17066292.43,1.62091E-05,0.016209134,0.038011907
C32H56,15427375.48,2.21685E-05,-0.022168515,-0.050332862
C33H58,16559305.31,5.11928E-05,0.051192819,0.112646903
C34H60,15804370.7,3.00409E-05,-0.030040924,-0.064125677
C35H62,14080465.3,7.64112E-06,-0.007641119,-0.015837004
C36H64,14324875.38,5.8494E-05,0.058493961,0.11781242
