Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C27H52,1971055.25,7.06843E-05,0.070684296,0.187786929
C30H58,2182340.74,2.50391E-05,0.025039137,0.059837271
C32H62,2282280.308,5.15654E-05,0.051565369,0.11549179
C33H64,2002704.947,3.01936E-05,-0.030193649,-0.065566986
C37H72,2078665.889,4.92636E-05,-0.049263554,-0.095367875
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C14H24,2131908.481,1.67243E-06,-0.00167243,-0.008702062
C15H26,1750282.19,1.32388E-06,-0.001323876,-0.00642024
C16H28,1834188.777,3.31337E-07,-0.000331337,-0.001504578
C17H30,1671232.818,3.34848E-06,-0.003348483,-0.014295416
C19H34,1884908.968,2.8626E-05,-0.028626049,-0.109148891
C20H36,2112727.639,2.69232E-07,0.000269232,0.000974485
C21H38,2569725.85,1.1689E-06,0.001168902,0.004026569
C22H40,2145234.458,1.50916E-07,0.000150916,0.000495922
C23H42,2080636.462,1.6314E-05,0.016313986,0.051248877
C24H44,2337993.957,4.73344E-05,-0.047334392,-0.142425768
C25H46,2272699.892,5.52262E-05,-0.055226185,-0.159447375
C26H48,2683921.008,5.79988E-05,0.05799878,0.160939809
C27H50,3160912.351,1.5096E-05,0.015095963,0.040321357
C28H52,3507491.262,7.17477E-05,0.071747692,0.18472301
C29H54,4332461.727,6.39901E-05,0.06399015,0.159012335
C30H56,3374957.642,5.28313E-05,0.052831345,0.126864789
C31H58,3119602.23,7.4188E-05,-0.074187975,-0.172348267
C32H60,3562521.765,7.35956E-05,0.073595574,0.165580706
C33H62,2610053.263,6.47977E-05,-0.06479766,-0.1413299
C34H64,3012703.907,2.47365E-05,-0.024736463,-0.052352213
C35H66,3198962.583,1.74625E-05,-0.017462501,-0.035892931
C36H68,2809524.073,4.66708E-05,0.046670816,0.093242404
C38H72,2244403.675,7.41697E-05,-0.074169682,-0.140323152
C39H74,2750882.22,1.06772E-05,-0.010677155,-0.019678524
C41H78,2180962.076,1.67329E-05,-0.016732866,-0.029324504
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,2316969.103,2.66659E-05,0.026665932,0.164461529
C14H22,3559901.369,2.84678E-06,0.002846784,0.014969513
C15H24,2291457.375,3.9891E-06,-0.003989101,-0.019536433
C16H26,2367108.533,6.71919E-06,-0.006719187,-0.03079322
C17H28,2918675.344,6.08131E-06,-0.006081315,-0.026187831
C18H30,2895414.846,1.15347E-05,-0.011534718,-0.046844397
C19H32,4788426.751,3.05564E-05,-0.030556393,-0.11741151
C20H34,4415450.947,1.71126E-05,-0.017112634,-0.062394286
C21H36,4948546.526,2.28893E-05,-0.022889342,-0.079399218
C22H38,4268442.316,1.95084E-05,-0.019508443,-0.064533954
C23H40,6162733.829,1.37842E-06,0.001378419,0.004357768
C24H42,6820092.514,2.02854E-05,-0.02028538,-0.061409689
C25H44,6329072.553,1.05452E-05,-0.010545238,-0.030624112
C26H46,7583433.995,2.12393E-05,0.02123925,0.059267924
C27H48,10176839.19,1.56958E-05,0.015695791,0.042150429
C28H50,10044197.8,6.59401E-06,0.006594009,0.017065628
C29H52,12492664.36,4.67797E-05,-0.046779707,-0.11683042
C30H54,13891405.81,8.39993E-05,0.08399933,0.202690055
C31H56,10573632.14,6.06657E-05,0.060665679,0.141597267
C32H58,10048758.98,5.5227E-06,-0.005522703,-0.012481986
C33H60,8832186.224,4.36688E-05,-0.043668755,-0.095666314
C34H62,8287489.734,4.51059E-05,0.045105934,0.09587111
C35H64,7759320.384,3.29511E-05,-0.03295109,-0.068010392
C36H66,7001603.605,4.26332E-05,0.04263321,0.085520167
C37H68,5776849.881,1.32211E-05,0.013221085,0.025795622
C38H70,5229923.462,7.94541E-05,0.079454098,0.150896281
C39H72,6650584.61,1.52162E-05,0.015216184,0.02814875
C40H74,5170676.965,6.8559E-05,0.068558998,0.123623491
C41H76,3489912.288,3.0975E-07,-0.00030975,-0.000544764
C42H78,4441696.504,3.02184E-06,0.003021836,0.005186719
C43H80,2578887.234,5.35309E-05,0.053530939,0.089722773
C44H82,3238671.423,2.44041E-06,0.002440409,0.003996467
C45H84,2677566.242,6.74266E-05,0.067426569,0.107941696
C46H86,2452945.309,2.43405E-05,0.024340467,0.038111003
C47H88,2566895.104,1.85116E-05,0.018511565,0.028362017
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H16,1760843.247,3.09366E-05,0.030936613,0.193202648
C14H20,1832419.392,9.46967E-07,0.000946967,0.005032871
C15H22,2295606.484,1.12706E-05,-0.011270648,-0.055747779
C16H24,2120753.256,1.79914E-05,-0.017991399,-0.083221158
C17H26,2042811.392,1.3668E-05,-0.013667992,-0.059373533
C18H28,3354764.522,1.20957E-06,0.001209569,0.004952803
C19H30,4610102.175,2.52562E-05,-0.025256238,-0.097803407
C20H32,4759428.006,1.63429E-05,-0.016342934,-0.060029056
C21H34,6502099.617,2.93576E-05,-0.029357621,-0.102553624
C22H36,7012378.187,9.68781E-06,0.009687809,0.032262403
C23H38,7569862.8,2.03079E-05,-0.020307897,-0.064613643
C24H40,10913660.68,2.33196E-06,0.002331962,0.007102862
C25H42,8099400.198,2.78349E-05,-0.027834887,-0.081310421
C26H44,12483893.4,1.96276E-05,0.019627565,0.05508034
C27H46,18625023.18,3.49014E-05,0.034901398,0.094236425
C28H48,13596945.9,4.53262E-05,-0.045326239,-0.117921738
C29H50,19240879.05,3.5514E-06,-0.003551402,-0.008914357
C30H52,20793169.44,6.17438E-05,0.061743811,0.149715756
C31H54,17417026.23,4.90186E-05,-0.04901857,-0.114953043
C32H56,13751476.27,5.83047E-05,-0.058304671,-0.132378777
C33H58,14550335.71,2.12218E-05,0.021221771,0.046697308
C34H60,13367072.3,5.66872E-05,-0.056687197,-0.121005095
C35H62,14223452.73,2.67154E-05,-0.026715356,-0.055370318
C36H64,12217343.53,5.29259E-05,0.052925927,0.106597867
C37H66,10765907.55,2.71495E-05,-0.027149505,-0.053180471
C38H68,8926747.471,2.78791E-05,-0.027879108,-0.053150431
C39H70,8647040.762,6.64126E-05,0.066412635,0.123318007
C40H72,7823988.787,5.68628E-05,0.056862819,0.102907321
C41H74,6924929.786,7.50082E-05,-0.075008208,-0.132387894
C42H76,6401716.183,7.85072E-05,0.07850721,0.135218612
C43H78,4808151.292,4.37479E-05,-0.043747929,-0.073574112
C44H80,4424809.124,0.000139004,0.139003889,0.228389665
C45H82,4368802.624,2.78203E-05,-0.027820329,-0.044681124
C46H84,3901728.395,1.79014E-05,0.017901431,0.028117845
C47H86,3730132.651,7.51991E-05,-0.075199103,-0.115571275
C48H88,3399972.332,2.45436E-06,0.002454359,0.003692495
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
