Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C23H44,1804376.092,0.000119041,0.119040983,0.371603249
C30H58,1894285.01,0.000139787,0.139787169,0.334056356
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C15H26,2134015.863,2.892E-05,-0.028920029,-0.140249976
C16H28,1770487.931,5.47828E-06,-0.005478283,-0.02487651
C17H30,1952149.445,4.00737E-07,-0.000400737,-0.001710837
C18H32,1999799.672,2.71676E-06,0.002716759,0.010943623
C19H34,2458590.828,2.49251E-05,0.024925109,0.095037498
C20H36,3153545.365,4.48236E-05,0.044823641,0.162238904
C21H38,3874108.682,3.4335E-05,0.03433499,0.118275242
C22H40,2723467.147,2.32548E-05,0.023254817,0.076417428
C23H42,3054627.281,7.14796E-05,0.071479616,0.224546599
C24H44,3043164.952,2.92711E-05,0.029271104,0.088074638
C25H46,3172843.868,1.69862E-05,0.016986246,0.049042178
C26H48,4546334.326,0.000127853,0.127853233,0.354777717
C27H50,2876872.523,7.32496E-05,0.073249602,0.195649876
C28H52,5318341.265,0.000167368,0.167367912,0.430908697
C29H54,5554111.676,0.000173423,0.173422556,0.430946415
C30H56,4521875.897,0.000112697,0.112697147,0.27062154
C31H58,2941072.678,7.51838E-05,-0.075183757,-0.174661596
C32H60,3999529.837,0.000147514,0.147513768,0.331887266
C33H62,2817063.038,0.000117283,-0.117282706,-0.255804808
C34H64,2459163.58,0.000109375,-0.109375141,-0.231481387
C35H66,3849751.442,1.11714E-05,0.011171446,0.022962114
C36H68,3410235.943,9.30221E-06,0.00930221,0.018584643
C37H70,3578296.201,0.000132532,0.132531964,0.257569806
C38H72,2563188.75,0.000128826,-0.128826081,-0.24372872
C39H74,2492404.561,0.000114686,-0.114686097,-0.211372144
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,1745290.636,3.98327E-05,-0.039832749,-0.245667573
C13H20,2312502.036,3.0344E-05,-0.030344026,-0.172256068
C14H22,4688699,3.63304E-05,-0.036330374,-0.191039405
C15H24,3111528.201,3.01303E-05,-0.03013031,-0.147561755
C16H26,4356977.245,1.45156E-05,-0.014515629,-0.06652337
C17H28,3681146.359,6.30157E-06,-0.00630157,-0.027136312
C18H30,4147504.851,1.14269E-05,0.011426899,0.046406525
