Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C13H24,2621598.751,0.000102095,0.102095122,0.566603962
C28H54,2639937.059,3.42009E-05,0.034200945,0.08759982
C30H58,5118496.659,0.000187545,0.187544867,0.448185304
C31H60,3541292.223,0.000127522,0.12752205,0.294869464
C32H62,4303213.247,0.000335612,0.335611504,0.751674501
C34H66,4219970.961,0.000351345,0.351344771,0.740426953
C36H70,2945706.837,0.000157646,-0.157646409,-0.313694387
C38H74,2955597.004,2.41824E-06,-0.00241824,-0.004557737
C39H76,3524895.76,0.000266198,-0.266197868,-0.488799959
C41H80,3009493.303,0.000283331,0.283331169,0.494792705
C45H88,3453183.043,0.000290375,-0.290375177,-0.461874409
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H20,3171437.487,7.69957E-05,0.076995661,0.469038146
C13H22,4934739.058,0.000104289,0.104289164,0.585328089
C14H24,5843050.504,6.34916E-05,0.063491629,0.330362432
C15H26,3395584.679,3.69576E-05,0.036957615,0.179228889
C17H30,2574695.602,3.23032E-07,-0.000323032,-0.001379097
C19H34,5790651.124,1.00998E-05,-0.010099814,-0.038509802
C20H36,4876551.106,6.43387E-06,0.006433872,0.023287363
C21H38,5400638.668,2.81421E-05,-0.028142057,-0.096942177
C22H40,4081713.776,0.000113106,-0.11310603,-0.371676627
C23H42,4142313.601,5.6952E-05,-0.056951954,-0.178909294
C24H44,3715673.696,0.000129927,-0.129926845,-0.390940492
C25H46,3278748.557,9.21008E-05,-0.092100833,-0.265910747
C26H48,5373380.39,0.000102125,0.102124755,0.283384209
C27H50,5284923.477,2.08748E-05,-0.020874779,-0.05575659
C28H52,7638372.949,0.000116044,0.116044425,0.298770245
C29H54,11632757.61,0.000158248,0.158247521,0.393237209
C30H56,10244558.86,0.000124133,0.124132557,0.298081579
C32H60,9280006.468,0.000205946,0.205946317,0.463353089
C34H64,8225350.358,0.000240962,-0.240962038,-0.509971701
C35H66,7401675.45,0.000113906,-0.113906361,-0.234126432
C36H68,5911282.966,1.69695E-05,-0.016969539,-0.033902997
C37H70,5516295.437,0.000404682,0.404682274,0.786481472
C38H72,5312892.413,0.000262926,-0.262926056,-0.497435226
C39H74,5297497.122,0.000125029,-0.125029061,-0.230434736
C40H76,6502978.031,0.000262994,0.262993999,0.472505394
C41H78,3561102.414,7.58195E-05,-0.075819454,-0.132874305
C42H80,5572279.475,0.000229387,-0.229386602,-0.392364693
C43H82,5646992.983,0.000116825,-0.116825079,-0.195150268
C44H84,3369907.257,0.000246254,-0.246253587,-0.401943446
C45H86,4517046.271,0.000204443,0.204443371,0.32623615
C49H94,3489346.132,0.000405886,0.405886402,0.594500169
C52H100,3764417.452,0.000389364,-0.389364322,-0.537215399
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,4665344.011,8.53899E-05,0.085389917,0.52664037
C13H20,2624076.668,1.85459E-05,0.018545905,0.105280844
C14H22,15704410.18,7.47821E-05,0.07478214,0.393233918
C15H24,4838991.064,4.19243E-05,0.041924283,0.205322175
C16H26,4763308.039,2.11893E-05,0.021189257,0.097107801
C17H28,3749435.912,2.90251E-08,-2.90251E-05,-0.00012499
C18H30,5418833.852,5.93137E-06,-0.005931368,-0.024088263
C19H32,5032983.246,6.20588E-05,-0.062058789,-0.238457997
C20H34,4562451.891,5.11869E-05,-0.051186876,-0.186632198
C21H36,4773677.43,1.05138E-05,-0.010513794,-0.036470555
C22H38,6610880.385,7.40367E-05,-0.07403671,-0.244913524
C23H40,7062058.001,5.39601E-05,-0.053960091,-0.170590811
C24H42,8857304.318,9.07424E-05,-0.090742418,-0.274703443
C25H44,10139860.63,7.2881E-05,-0.072880986,-0.211651495
C26H46,14471003.54,1.42629E-05,0.014262875,0.039800417
C27H48,21814870.42,3.64278E-05,-0.036427845,-0.097825542
C28H50,31077368.64,1.76649E-05,-0.017664898,-0.045717645
C29H52,23579613.04,0.000171889,-0.171889048,-0.429285927
