Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C14H26,2670746.186,4.59805E-06,-0.004598051,-0.023676463
C15H28,2183847.577,7.32624E-06,-0.00732624,-0.035185243
C16H30,1868230.245,1.4224E-05,-0.014224025,-0.064004503
C17H32,1734277.762,1.24859E-05,-0.012485853,-0.052850083
C18H34,2727942.316,1.45234E-05,-0.0145234,-0.058031841
C19H36,2936356.169,8.59537E-06,-0.008595365,-0.032523497
C20H38,4170738.952,2.28578E-05,0.022857813,0.082134496
C21H40,3989389.61,1.83068E-05,-0.01830681,-0.062627424
C22H42,2945028.91,2.29326E-05,-0.02293257,-0.074862636
C23H44,3674446.745,5.37556E-05,0.053755635,0.167805809
C24H46,4176822.863,3.16212E-06,-0.003162115,-0.009457219
C25H48,4028580.159,4.14616E-05,0.041461571,0.119013991
C26H50,4523228.393,5.67074E-05,0.056707423,0.156481214
C27H52,6339361.398,6.96533E-05,0.069653347,0.185048007
C28H54,5112572.552,5.7401E-06,-0.005740096,-0.014702265
C29H56,5803026.986,1.23787E-05,-0.01237868,-0.030607098
C30H58,7056126.654,9.86092E-05,0.098609209,0.235651337
C31H60,6199360.051,0.000110631,0.110631168,0.255812647
C32H62,6302675.1,0.000180757,0.180756827,0.404843983
C33H64,6166762.853,5.1595E-05,-0.051594997,-0.112041058
C34H66,7541668.891,0.000128812,0.128812073,0.271459655
C35H68,7324840,6.30983E-05,0.063098323,0.12915901
C36H70,6003902.677,0.000129367,-0.129367278,-0.257422857
C37H72,5778626.762,9.58283E-05,-0.095828314,-0.185511234
C38H74,7405847.258,9.57337E-05,0.095733694,0.180432479
C39H76,5386334.734,9.62202E-05,-0.09622021,-0.176682237
C40H78,5258617.744,0.000188137,0.188136945,0.336794591
C41H80,5307755.104,7.70681E-05,0.077068114,0.134587172
C42H82,4455599.555,9.35212E-05,0.093521223,0.159417973
C43H84,4475149.365,0.000145105,0.145104643,0.241576423
C44H86,3449219.474,0.000160125,0.160125044,0.260504457
C45H88,3448655.315,0.000121183,-0.121182832,-0.192754938
C46H90,2444108.41,0.000360796,0.36079642,0.561372386
C48H94,2717699.08,5.32696E-06,0.005326961,0.007941969
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C11H18,2306416.035,3.38821E-05,0.03388207,0.225668565
C12H20,3890241.935,4.43256E-05,0.044325558,0.27002012
C13H22,4022667.579,3.18671E-05,0.031867089,0.178855614
C14H24,6361870.915,2.89405E-06,-0.002894054,-0.015058466
C15H26,4428002.626,1.75834E-06,-0.001758335,-0.008527187
C16H28,5570221.303,1.82561E-05,-0.018256078,-0.082899611
C17H30,3760744.589,2.09835E-05,-0.020983535,-0.089583356
C18H32,6248815.508,8.95777E-06,-0.008957769,-0.036083603
C19H34,12199190.39,1.43568E-05,-0.014356811,-0.054741399
C20H36,12104258.88,1.30117E-05,0.013011687,0.047095725
C21H38,15387907.39,5.31976E-06,-0.005319761,-0.018325214
C22H40,7163720.73,4.56413E-05,-0.045641265,-0.149981319
C23H42,7194344.388,7.11808E-06,0.007118084,0.022360801
C24H44,8385803.09,8.64773E-05,-0.086477345,-0.260204085
C25H46,8185100.894,5.99721E-05,-0.059972128,-0.173149717
C26H48,13764662.57,9.2832E-05,0.092831978,0.257597843
C27H50,10994090.94,5.83302E-06,0.005833022,0.015580016
C28H52,12449775.7,9.77717E-05,0.097771708,0.251724949
C29H54,18113718.32,0.000116702,0.116702286,0.289999369
C30H56,16812469.62,8.27696E-05,0.082769561,0.198755926
C31H58,12718208.98,0.000192714,-0.192713536,-0.447698481
C32H60,18353583.67,0.000123679,0.123678731,0.278261457
C33H62,13736530.22,0.000189619,-0.189619104,-0.413577415
C34H64,16163839.35,8.38557E-05,-0.08385574,-0.177472165
C35H66,16722903.45,1.25666E-05,0.012566562,0.025829676
C36H68,13533168.11,1.47427E-05,-0.014742735,-0.029454125
C37H70,15294707.42,0.000136575,0.136575317,0.265427876
C38H72,11869803.43,8.40967E-05,-0.084096693,-0.159104267
C39H74,11618528.33,0.000141972,-0.141971639,-0.261660744
C40H76,13555662.39,0.000169269,0.169269289,0.304115883
C41H78,9707130.072,1.25325E-05,-0.012532479,-0.021963286
C42H80,7579253.205,0.000116597,-0.11659666,-0.199438033
C43H82,6952791.955,0.000198638,-0.198638495,-0.331815359
C44H84,9149872.314,0.000121907,0.121906785,0.198980383
C45H86,7561864.8,9.73716E-05,0.097371576,0.155378616
C46H88,7329319.253,0.000130272,0.130272113,0.203331404
C47H90,7703319.151,0.000120678,0.120677842,0.184324206
C48H92,5424215.666,7.07163E-05,0.070716295,0.105748751
C49H94,5204792.791,0.000323317,0.32331663,0.473560559
C50H96,4306858.703,0.000101742,-0.101741892,-0.146023275
C51H98,3496701.806,0.000273955,0.273955423,0.385436408
C53H102,3661856.94,2.22476E-05,0.022247618,0.030113256
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,6874944.656,4.17604E-05,0.041760353,0.257556024
C13H20,7665070.751,3.02558E-05,0.030255833,0.171755417
C14H22,14576746.81,5.18438E-06,0.005184379,0.027261507
C15H24,8028519.687,1.21106E-05,-0.012110606,-0.059311112
C16H26,12386886.99,1.52221E-05,-0.015222122,-0.069761144
C17H28,12154343.27,1.93582E-05,-0.019358205,-0.083361811
C18H30,11441301.53,7.91897E-06,-0.007918973,-0.032160258
C19H32,13073260.68,3.49461E-05,-0.034946069,-0.134278635
C20H34,10775173.79,2.55471E-05,-0.025547088,-0.093147101
C21H36,13718211.51,8.4578E-06,-0.008457804,-0.029338679
C22H38,13021359.11,3.25794E-05,-0.032579419,-0.107772756
C23H40,14543480.82,1.52477E-06,0.00152477,0.004820447
