Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C14H26,1638472.522,4.43208E-06,-0.004432078,-0.022821827
C18H34,2974457.224,1.59341E-05,-0.015934119,-0.063668719
C19H36,2910397.381,3.28631E-06,-0.003286314,-0.012434892
C20H38,2928974.621,6.89536E-07,-0.000689536,-0.002477697
C21H40,2783790.489,2.96365E-06,-0.002963654,-0.010138632
C22H42,3506398.851,4.50445E-06,0.004504455,0.014704646
C23H44,3982201.982,6.11998E-05,0.061199777,0.19104375
C24H46,3813422.555,2.75268E-05,0.027526808,0.082326868
C25H48,4748064.044,3.41703E-05,0.03417034,0.098084768
C26H50,3853197.344,2.60416E-05,0.026041616,0.071860499
C27H52,5122473.549,7.54988E-05,0.07549881,0.200577645
C28H54,5513257.603,1.54552E-05,0.015455236,0.039585919
C29H56,4648818.077,1.48613E-05,0.014861282,0.036745496
C30H58,6677644.667,0.000111004,0.111004058,0.265271924
C31H60,6223756.144,9.80922E-05,0.098092154,0.226818663
C32H62,7799410.253,0.000168372,0.168371876,0.377105207
C33H64,6320018.841,3.41328E-05,-0.034132767,-0.074120972
C34H66,7605030.617,0.000129083,0.129083029,0.27203067
C35H68,7124403.407,6.10341E-05,0.061034147,0.124933749
C36H70,7066296.581,3.71047E-05,-0.037104702,-0.073833186
C37H72,6643081.51,8.19731E-05,-0.081973126,-0.158689379
C38H74,8064950.679,5.72122E-05,0.057212239,0.107829812
C39H76,6168347.53,8.60237E-05,-0.086023689,-0.1579591
C40H78,6103318.949,0.000113832,0.113832407,0.203777833
C41H80,4903927.038,0.000118572,0.118572357,0.207067714
C42H82,5892777.851,0.000100143,0.100142712,0.170705084
C43H84,4551615.652,0.000103553,0.103552759,0.172399068
C44H86,4833127.397,5.12823E-05,0.051282304,0.083430227
C45H88,3872220.306,0.000198184,-0.198184366,-0.315234546
C46H90,3646969.507,0.000119606,0.119606278,0.18609847
C47H92,2574004.1,0.000134255,0.134254996,0.204432659
C48H94,3185468.456,5.77634E-05,0.057763379,0.086119453
C49H96,2342050.254,0.000154514,0.15451387,0.225649651
C51H100,2736261.419,0.000337634,0.337634383,0.473685004
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C11H18,2203296.042,1.73829E-05,0.017382879,0.115777142
C12H20,3104585.75,2.86365E-05,0.028636488,0.174446262
C13H22,3317746.151,1.99827E-05,0.019982664,0.112153689
C14H24,5417690.098,1.77671E-06,0.00177671,0.009244658
C15H26,5527581.319,1.31192E-05,-0.013119215,-0.063622675
C16H28,4477418.94,2.05291E-05,-0.020529052,-0.093221035
C17H30,4210293.215,1.24518E-05,-0.012451834,-0.053159636
C18H32,6090516.379,1.26968E-05,-0.01269681,-0.051145173
C19H34,10027029.47,7.77173E-06,-0.007771734,-0.029633017
C20H36,10331258.94,1.77991E-05,0.017799147,0.064423909
C21H38,13481372.72,6.40211E-06,0.006402111,0.022053631
C22H40,7073381.139,2.60145E-05,-0.026014459,-0.085485863
C23H42,6909475.663,1.54712E-05,0.015471158,0.048601211
C24H44,7814217.782,5.80506E-05,-0.058050551,-0.174669915
C25H46,8095441.826,3.38411E-05,-0.033841122,-0.097705066
C26H48,11818513.86,8.12202E-05,0.081220243,0.225376642
C27H50,11997021.63,1.22559E-05,0.012255875,0.032735474
C28H52,12199766.67,0.000100453,0.100452912,0.25862803
C29H54,17280092.62,0.000119471,0.119471463,0.296880635
C30H56,15739906.47,7.45402E-05,0.074540212,0.178994654
C31H58,13154632.51,0.000136996,-0.136996139,-0.318259759
C32H60,16875963.43,0.000106091,0.106090989,0.238691267
C33H62,16739743.35,0.000150813,-0.150813286,-0.328938213
C34H64,15901883.13,7.40344E-05,-0.074034406,-0.156686308
C35H66,19007528.04,3.2761E-06,-0.003276104,-0.0067338
C36H68,15020806.26,8.0009E-06,0.008000895,0.01598478
C37H70,14186912.21,0.000111513,0.11151308,0.216720565
C38H72,13548207.95,9.56647E-05,-0.09566471,-0.180990037
C39H74,14593027.46,0.000110262,-0.110262329,-0.203218921
C40H76,14772818.65,0.000105273,0.105273063,0.189137738
C41H78,11809015.85,4.5782E-06,0.004578205,0.008023347
C42H80,10570465.55,0.000125547,-0.125547075,-0.214747674
C43H82,10656196.19,0.000110191,-0.110191042,-0.184068452
C44H84,10048183.55,2.99468E-05,0.029946752,0.048880103
C45H86,9114715.242,3.50146E-05,0.03501458,0.055873769
C46H88,8384336.385,0.000114591,0.114591214,0.178856332
C47H90,9003124.622,0.000128466,0.128465691,0.196219423
C48H92,7099242.085,5.88087E-05,0.058808692,0.087942188
C49H94,5537506.327,0.00018679,0.186789779,0.273590233
C50H96,4456103.295,0.000102957,-0.102956945,-0.147767158
C51H98,4894223.381,0.000194083,0.194082603,0.273060853
C52H100,3007299.691,0.000166631,-0.166631462,-0.229905469
C53H102,3062810.147,0.000262404,-0.262404318,-0.355177279
C54H104,3156494.57,0.000236356,0.236355621,0.313962922
C55H106,3466328.35,0.000127471,-0.127470784,-0.166230945
C56H108,2638960.603,0.000189135,-0.189134829,-0.242218115
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,5786826.551,2.15025E-05,0.021502518,0.132616292
C13H20,6839060.718,2.31685E-05,0.023168508,0.131522298
C14H22,13033556.1,5.11995E-06,0.005119949,0.026922708
C15H24,7477858.826,4.2356E-06,-0.004235601,-0.020743653
C16H26,10890904.11,1.87818E-05,-0.018781784,-0.086074641
C17H28,10446468.99,2.05823E-05,-0.020582288,-0.088633052
C18H30,10053769.12,1.03133E-05,-0.010313269,-0.041883888
C19H32,12420618.05,2.68986E-05,-0.026898641,-0.10335677
C20H34,10146833.04,4.71223E-06,-0.004712232,-0.017181244
C21H36,12720787.2,5.57041E-06,0.005570406,0.019322787
C22H38,13418075.2,1.3216E-05,-0.013215997,-0.043718535
C23H40,14294213.14,5.94182E-07,0.000594182,0.001878463
C24H42,16355323.2,1.50339E-05,-0.015033853,-0.045511805
C25H44,20197995.8,2.26957E-05,-0.022695701,-0.065909907
C26H46,24953093.36,5.36522E-05,0.053652166,0.149715855
C27H48,40954506.8,6.23146E-06,-0.006231463,-0.016734349
C28H50,50482998.62,9.05606E-06,0.009056061,0.023437541
C29H52,64547578.44,8.0755E-05,-0.080754959,-0.201682236
C30H54,85038067.08,0.000133178,0.133177788,0.321357482
C31H56,61716431.26,8.35804E-05,0.083580395,0.195081565
C32H58,62015695.03,2.77592E-06,0.002775924,0.006273929
C33H60,60908172.09,6.01214E-05,-0.060121371,-0.131709503
C34H62,64144931.34,9.94913E-05,0.099491288,0.211465309
C35H64,63351976.09,9.6061E-05,-0.096060978,-0.198267943
C36H66,55478507.8,4.60945E-05,0.046094477,0.092463301
C37H68,48210642.4,2.82093E-05,-0.028209328,-0.055039143
C38H70,48982892.21,0.000124458,0.124458414,0.236366813
C39H72,44696656.85,1.65635E-05,0.016563465,0.030641114
C40H74,40173936.95,0.000117342,0.117342215,0.211587896
C41H76,31361031.21,8.4187E-05,-0.084187014,-0.148061551
C42H78,29799951.12,8.0653E-06,-0.008065296,-0.01384338
C43H80,30445533.08,0.000138982,0.138982193,0.232946926
C44H82,26075417.6,0.000122263,-0.122262629,-0.20021993
C45H84,24439235.32,0.000167881,0.16788114,0.268757187
C46H86,21077925.8,7.80566E-05,-0.078056632,-0.122216905
C47H88,19598883.18,2.78976E-05,-0.027897643,-0.042742653
C48H90,17015795.12,2.30027E-05,0.023002681,0.034502076
C49H92,14688034.96,0.000123647,0.123647148,0.181641741
C50H94,14110761.73,0.00017868,-0.178679853,-0.257191174
C51H96,10340208.36,3.43505E-05,-0.034350488,-0.048466215
C52H98,9135674.507,3.92616E-06,-0.003926163,-0.00543213
C53H100,7192076.623,8.22294E-05,0.082229399,0.111606069
C54H102,7960733.883,0.000240343,-0.240343396,-0.320117191
C55H104,5878646.655,0.000119138,0.119138011,0.155773876
C56H106,7233243.301,0.000234831,0.23483061,0.301517372
C57H108,5069440.821,0.000166548,-0.166547674,-0.210063319
C58H110,4589470.897,0.000346213,0.346212976,0.4290864
C59H112,3352972.045,7.77572E-05,-0.077757229,-0.094724648
C60H114,3431336.085,2.9966E-05,0.029965971,0.035892031
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H16,2533812.396,2.85077E-05,0.028507717,0.178033919
C13H18,2952322.06,1.9133E-05,0.01913295,0.109870546
C14H20,3805985.673,1.03709E-05,0.010370929,0.055118631
C15H22,2638097.654,5.45837E-06,-0.005458374,-0.026998646
C16H24,5453338.383,1.91232E-05,-0.019123152,-0.088456203
C17H26,6772326.924,1.88587E-05,-0.018858668,-0.081921744
C18H28,8339611.898,1.14603E-05,-0.011460254,-0.046926118
C19H30,10742554.55,2.66072E-05,-0.026607234,-0.103035064
C20H32,10384378.52,1.15284E-05,-0.011528373,-0.042344741
C21H34,12757452.75,1.36526E-05,-0.01365257,-0.047691894
C22H36,17888502.11,3.02368E-05,0.030236838,0.100694906
