Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C15H28,1945204.242,1.39213E-05,-0.013921291,-0.066858859
C16H30,2216406.868,1.97684E-05,-0.019768449,-0.088953007
C17H32,1693235.965,1.0333E-05,-0.010332956,-0.043737305
C18H34,2240882.23,2.69802E-05,-0.02698018,-0.107805993
C19H36,2343026.942,1.29083E-05,0.012908284,0.048842896
C20H38,2545889.857,1.54076E-05,0.015407617,0.055363863
C21H40,2329140.249,2.26882E-05,-0.022688174,-0.077616028
C22H42,2253369.203,1.16666E-05,-0.011666621,-0.038085307
C23H44,3417286.062,6.13941E-05,0.061394129,0.19165045
C24H46,3221810.711,3.79695E-05,-0.03796955,-0.113558905
C25H48,3066828.631,4.76499E-05,0.047649935,0.136777476
C26H50,3499157.988,6.42491E-05,0.064249112,0.177292117
C27H52,5021364.648,8.60393E-05,0.086039258,0.228580447
C28H54,4028053.789,1.96245E-05,0.019624544,0.050264882
C29H56,5103183.941,4.85609E-07,-0.000485609,-0.0012007
C30H58,7356778.38,0.000135073,0.135072806,0.322790207
C31H60,6221810.056,0.000117374,0.117373974,0.27140405
C32H62,6206800.056,0.000249978,0.249977717,0.559879127
C33H64,5125451.488,6.31901E-05,-0.063190115,-0.137220423
C34H66,6621245.215,0.000194314,0.194314017,0.40949901
C35H68,5369313.924,4.45626E-05,0.044562565,0.09121727
C36H70,6843506.136,0.000126935,-0.126934989,-0.25258294
C37H72,6159053.97,0.000144313,-0.144313003,-0.279371328
C38H74,4634826.419,6.34113E-05,0.063411315,0.119513417
C39H76,5315305.775,0.000203715,-0.203715313,-0.374067746
C40H78,5308259.991,0.000165427,0.16542694,0.296140126
C41H80,4125119.955,0.000139317,0.139316726,0.243294446
C42H82,3751298.549,0.000199859,0.199858646,0.340682673
C43H84,3407600.613,0.000202737,0.202736665,0.337524682
C44H86,4816707.968,1.66368E-05,-0.016636838,-0.027066162
C46H90,3115263.153,0.0002035,0.203500291,0.316631312
C47H92,2980803.756,0.000226342,0.226342425,0.344655954
C48H94,2414621.115,3.06265E-05,0.030626481,0.045661037
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C11H18,2127649.085,6.72714E-05,0.067271363,0.448055025
C12H20,3607491.489,5.13047E-05,0.051304678,0.312535161
C13H22,3821237.776,2.41127E-05,0.024112738,0.135333933
C14H24,5608988.794,9.27491E-06,-0.009274912,-0.04825963
C15H26,4398071.187,1.46552E-05,-0.014655214,-0.071071623
C16H28,4500344.774,2.16691E-05,-0.021669111,-0.098397962
C17H30,4391288.349,1.88415E-05,-0.018841545,-0.080438726
C18H32,6105929.127,1.97073E-05,-0.01970729,-0.079384728
C19H34,10250456.57,1.83307E-05,-0.018330732,-0.069893653
C20H36,10358303.97,1.16246E-05,0.011624561,0.042075031
C21H38,11861516.32,3.32904E-06,-0.003329039,-0.011467688
C22H40,6642547.43,4.83537E-05,-0.048353695,-0.158894609
C23H42,6334386.099,5.53869E-06,0.005538688,0.017399274
C24H44,6531654.874,7.44146E-05,-0.074414609,-0.223908185
C25H46,7046100.275,8.67083E-05,-0.086708318,-0.250341638
C26H48,11218197.16,9.92356E-05,0.099235594,0.275367127
C27H50,9645682.294,1.80659E-06,0.00180659,0.004825406
C28H52,13114256.58,0.000115133,0.115132501,0.296422387
C29H54,18224593.95,0.0001372,0.137200077,0.340935358
C30H56,13926447.43,7.9477E-05,0.079476954,0.190849336
C31H58,12386367.76,0.00021523,-0.215230059,-0.50000728
C32H60,16148319.56,0.000132246,0.132246177,0.297537123
C33H62,13406312.29,0.000234078,-0.234078253,-0.510547074
C34H64,16295544.78,9.21338E-05,-0.092133766,-0.194991766
C35H66,16830004.66,1.52315E-05,-0.015231525,-0.031307318
C36H68,13816169.41,4.11798E-05,-0.041179786,-0.082272019
C37H70,13850110.65,0.000150692,0.150691717,0.292862453
C38H72,13165098.57,9.18407E-05,-0.091840739,-0.173755388
C39H74,11762501.63,0.000117794,-0.117793907,-0.21709999
C40H76,12131190.17,0.000160029,0.160028546,0.287513598
C41H78,9825340.731,2.43267E-05,0.024326669,0.042632716
C42H80,9138288.856,0.000175818,-0.175817743,-0.300735415
C43H82,9362103.27,0.000151841,-0.151841025,-0.2536426
C44H84,8808906.403,7.42942E-05,0.07429416,0.121265444
C45H86,8206485.323,8.86432E-05,0.088643202,0.1414505
C46H88,7019453.735,0.000199301,0.199301428,0.311073784
C47H90,6307355.019,0.000204674,0.204674001,0.312620547
C48H92,4567424.559,3.89424E-06,-0.003894241,-0.005823427
C49H94,3864894.762,0.000292482,0.292482362,0.428397732
C50H96,5100951.872,3.93659E-05,-0.039365933,-0.056499268
C51H98,4138906.897,0.000203722,0.203721639,0.286622312
C52H100,3418259.923,0.000336242,-0.336242267,-0.463921611
C53H102,3104799.439,0.000305415,-0.305414983,-0.41339435
C56H108,2744540.811,6.90487E-05,-0.069048711,-0.088428179
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,6725932.038,4.77867E-05,0.047786744,0.294723652
C13H20,7550097.66,2.45375E-05,0.024537545,0.13929401
C14H22,13311484.88,2.53144E-06,-0.002531437,-0.01331129
C15H24,6602161.484,1.5472E-05,-0.015471972,-0.075773244
C16H26,9263367.047,2.169E-05,-0.02169001,-0.099402688
C17H28,11249013.4,1.62199E-05,-0.016219893,-0.069847368
C18H30,10215289.86,2.12596E-05,-0.021259596,-0.086338732
C19H32,10790367.42,3.30737E-05,-0.033073731,-0.127084264
C20H34,10279231.4,2.98938E-05,-0.02989383,-0.108995734
C21H36,11432574.67,5.92981E-06,-0.005929812,-0.020569506
C22H38,12072709.74,3.60664E-05,-0.036066362,-0.119307567
C23H40,14260702.09,1.21069E-05,-0.012106855,-0.038274919
C24H42,16367847,3.84147E-05,-0.038414651,-0.116292218
C25H44,17868663.12,4.22513E-05,-0.042251262,-0.122700627
C26H46,27366826.01,5.82492E-05,0.058249248,0.162543967
C27H48,43803335.27,3.82766E-06,-0.003827656,-0.01027902
C28H50,53451022.94,1.26476E-05,0.012647637,0.032732721
C29H52,61868697.62,0.000125847,-0.125847303,-0.314298536
C30H54,98533272.68,0.00015915,0.159149898,0.384028084
C31H56,62950731.15,0.000108462,0.108461639,0.253155853
C32H58,64720336.61,2.45828E-05,-0.024582808,-0.055560163
C33H60,61292980.55,0.000105516,-0.105515814,-0.231156327
C34H62,69024330.29,0.000142227,0.142226748,0.302298058
C35H64,66725547.65,0.000120304,-0.120303762,-0.248304567
C36H66,52225707.64,6.43713E-05,0.064371255,0.129125639
C37H68,46790993.26,2.14042E-06,-0.002140422,-0.004176172
C38H70,47816325.75,0.000164001,0.164001289,0.311465178
C39H72,43273697.74,6.70493E-05,0.067049265,0.124035895
C40H74,40106182.2,0.000143107,0.14310669,0.258045609
C41H76,30427352.03,0.000107315,-0.107315252,-0.188737691
C42H78,27992782.02,3.01592E-07,0.000301592,0.000517656
C43H80,28218223.78,0.000183775,0.183774587,0.308023094
C44H82,22716643.18,0.000132379,-0.132379049,-0.216786798
C45H84,18554527.5,0.000176613,0.176612645,0.28273526
C46H86,18446501,0.000105912,-0.10591216,-0.165831603
C47H88,17939710.14,1.51473E-05,-0.015147307,-0.023207556
C48H90,13607641.74,0.000137688,0.137687561,0.206519698
C49H92,12781925.65,0.0003289,0.328900184,0.483165223
C50H94,11214192.26,0.000210948,-0.210948265,-0.303638218
C51H96,9226511.401,0.000127502,-0.127501771,-0.179896373
C52H98,8362055.093,6.74521E-05,0.067452094,0.09332483
C53H100,7036368.295,0.000129364,0.129364464,0.17558026
C54H102,6093471.62,0.000259565,-0.259564741,-0.345718406
C55H104,4539616.844,0.000480751,0.480751117,0.628585828
C56H106,4583353.935,0.000336645,0.336645418,0.43224536
C57H108,5207849.526,1.93091E-07,0.000193091,0.000243541
C59H112,2906337.643,0.000323405,0.323404875,0.393975114
C60H114,3343282.712,0.000101446,0.101445929,0.121507839
C63H120,3054014.64,0.000346259,0.346258648,0.394849182
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H16,2002897.348,5.7463E-05,0.057462968,0.35886274
C13H18,3850252.775,2.98523E-05,0.029852334,0.171426373
C14H20,3369688.421,6.92307E-06,0.006923065,0.036794187
C15H22,3741740.791,1.43353E-05,-0.01433525,-0.070906157
C16H24,5740270.588,2.67575E-05,-0.026757532,-0.123769849
C17H26,5943017.279,2.27003E-05,-0.022700324,-0.098609834
