Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C24H46,1899986.413,2.76228E-06,-0.002762284,-0.008261408
C26H50,2367387.111,1.69673E-05,0.016967258,0.046820276
C31H60,2121597.721,5.38535E-05,0.053853488,0.124525517
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C13H22,1668674.71,2.70213E-05,0.02702129,0.151658323
C14H24,2386812.166,7.13663E-06,0.007136629,0.037133619
C18H32,1886904.489,1.21342E-05,-0.012134206,-0.048878897
C19H34,2468369.486,1.3985E-05,-0.013984974,-0.053323616
C20H36,2205818.841,1.40503E-06,-0.001405029,-0.005085494
C21H38,2308710.738,8.88123E-06,0.008881228,0.030593555
C22H40,2826077.209,4.45999E-05,-0.04459992,-0.146559365
C23H42,2429890.01,3.7057E-06,-0.003705703,-0.011641122
C24H44,2942994.584,2.01447E-05,-0.020144714,-0.060613989
C25H46,2775038.615,3.37089E-05,-0.033708921,-0.097323381
C26H48,3524069.074,5.92005E-05,0.059200521,0.164274499
C27H50,3974305.163,1.08225E-05,-0.010822515,-0.028906967
C28H52,3461981.408,7.87947E-05,0.078794712,0.202866407
C29H54,3789795.307,9.8627E-05,0.098626994,0.245083169
C30H56,3398069.779,6.2116E-05,0.062115958,0.149160086
C31H58,4326323.157,9.51535E-05,-0.09515355,-0.22105401
C32H60,3880228.563,9.63138E-05,0.096313753,0.216693728
C33H62,4461311.686,0.000119462,-0.119461782,-0.26055758
C34H64,3162457.94,7.07186E-05,-0.070718615,-0.149668773
C35H66,4037801.975,6.27683E-06,-0.006276832,-0.012901583
C36H68,3573306.966,5.98967E-06,-0.005989668,-0.011966602
C37H70,2607402.402,8.66068E-05,0.086606791,0.168316334
C38H72,2324136.865,5.63847E-06,-0.005638474,-0.010667546
C39H74,2699119.759,3.95464E-05,-0.039546438,-0.072886039
C40H76,2702217.273,5.431E-05,0.054309981,0.097575455
C41H78,2867400.046,2.12023E-05,0.021202306,0.03715724
C42H80,2215602.344,8.8104E-05,-0.088104037,-0.150701537
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,2101258.343,3.43713E-05,0.034371316,0.211984308
C13H20,2716402.675,2.07129E-05,0.020712934,0.11758257
C14H22,2925893.725,1.10896E-05,0.011089605,0.058313506
C15H24,2456486.461,9.6845E-06,-0.009684499,-0.047429372
C16H26,3130355.978,2.60175E-06,-0.002601747,-0.011923491
C17H28,2961019.586,1.65061E-05,-0.016506056,-0.071079667
C18H30,3777909.379,1.45823E-05,-0.014582347,-0.059221321
