Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C25H48,1965765.39,9.52407E-05,0.095240738,0.273385213
C26H50,2263050.742,5.49114E-05,0.054911366,0.151525089
C29H56,1926347.825,1.03905E-05,0.01039046,0.025691094
C31H60,2688630.01,0.000134389,0.134389189,0.310748362
C34H66,2262520.227,0.00013468,0.134680344,0.2838265
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C13H22,1697889.67,2.05198E-06,0.002051983,0.011516857
C14H24,2293087.467,3.78633E-06,0.00378633,0.0197012
C15H26,1904711.138,1.27057E-05,0.012705652,0.061617069
C16H28,1969721.775,1.14841E-06,0.001148406,0.005214834
C17H30,2210085.56,3.08752E-06,0.003087522,0.013181317
C18H32,2097739.204,2.81073E-05,0.02810734,0.113221732
C19H34,1778734.576,1.19816E-05,0.011981634,0.045685037
C20H36,2875522.556,4.08547E-05,0.040854685,0.147873295
C21H38,2788279.906,3.69301E-05,0.036930098,0.127214725
C22H40,2056579.345,5.45508E-07,-0.000545508,-0.001792589
C23H42,2966985.376,3.26655E-05,0.032665514,0.102615691
C24H44,3525014.856,2.35476E-05,0.023547553,0.070852887
C25H46,2820856.874,5.91362E-08,5.91362E-05,0.000170736
C26H48,3808938.949,0.000110764,0.110764026,0.307357172
C27H50,3511895.896,2.34674E-05,0.023467387,0.062681452
C28H52,4247610.784,0.000110687,0.110687126,0.284977237
C29H54,5406679.58,0.000105762,0.105762431,0.262814374
C30H56,3969308.105,9.92141E-05,0.099214144,0.238244578
C31H58,2897937.337,4.84061E-05,-0.048406094,-0.11245362
C32H60,3849662.55,0.000104207,0.104206868,0.234452236
C33H62,3134510.565,9.34103E-05,-0.093410286,-0.203736775
C34H64,4262963.958,6.14405E-05,-0.061440493,-0.130032568
C35H66,5177826.407,4.67845E-06,0.004678449,0.009616219
C36H68,3178898.799,1.45613E-05,0.014561278,0.029091596
C37H70,3291413.685,4.63364E-05,0.046336437,0.090052743
C38H72,2965911.961,9.21792E-05,-0.0921792,-0.174395729
C39H74,2558856.925,7.8415E-05,-0.078415032,-0.144522779
C40H76,2323055.244,8.50305E-05,0.085030492,0.152769136
C41H78,2956645.008,8.78559E-05,-0.0878559,-0.153968289
C45H86,2543542.086,0.000102877,0.102877238,0.164164158
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,2995591.379,2.18597E-06,0.002185974,0.013481942
C13H20,2503716.988,7.83116E-08,-7.83116E-05,-0.000444557
C14H22,4173140.431,8.87386E-06,-0.00887386,-0.046662247
C15H24,2858330.722,1.05405E-05,-0.010540477,-0.051621484
C16H26,3075184.075,2.8601E-06,-0.002860102,-0.013107502
C17H28,3737790.455,5.42794E-06,0.005427945,0.023374238
C18H30,3691501.869,1.06814E-05,0.010681431,0.043379056
C19H32,5283498.097,1.29195E-06,0.001291946,0.004964243
C20H34,4893019.242,1.08991E-05,0.010899076,0.039739062
C21H36,5353581.144,3.45851E-05,0.034585141,0.119969948
C22H38,5594358.932,3.02093E-05,0.030209323,0.099932476
C23H40,6901009.782,3.71195E-05,0.037119499,0.117350533
C24H42,6285809.825,1.6566E-05,0.016565995,0.05015004
C25H44,7720835.209,2.56359E-05,0.025635897,0.074448442
C26H46,9942898.187,6.80636E-05,0.068063633,0.189930915
C27H48,12081921.89,4.09319E-05,0.040931865,0.10992091
C28H50,12533887.27,4.42804E-05,0.044280433,0.114599988
C29H52,12158497.57,3.11964E-05,-0.031196396,-0.077911733
C30H54,17371410.19,0.000120438,0.120438003,0.290616431
C31H56,13018665.95,8.58792E-05,0.085879235,0.200447192
C32H58,13428163.47,2.9656E-06,0.0029656,0.00670262
C33H60,11569855.42,4.69456E-05,-0.046945598,-0.102844982
C34H62,11612967.15,0.000102767,0.102766911,0.218427532
C35H64,11012197.07,6.13941E-05,-0.061394079,-0.126716156
C36H66,9835924.185,2.37053E-05,0.023705329,0.047551749
C37H68,8789777.424,2.64828E-07,0.000264828,0.000516705
C38H70,7815703.977,9.98944E-05,0.099894394,0.189715735
C39H72,8106673.501,8.97993E-06,-0.008979931,-0.01661217
C40H74,7492596.181,3.56749E-05,0.035674929,0.064327943
C41H76,5892533.759,7.29543E-05,-0.072954349,-0.128306418
C42H78,4659379.758,8.21362E-06,-0.008213618,-0.014097962
C43H80,5835383.011,5.55475E-05,0.055547521,0.093102749
C44H82,4199650.6,0.000107434,-0.107434336,-0.175936797
C45H84,3665753.03,8.08718E-05,0.080871774,0.129465826
C46H86,3239438.605,5.62918E-05,-0.056291813,-0.088138715
C47H88,2626564.358,1.05119E-05,-0.010511942,-0.0161056
C48H90,2398145.665,5.24792E-05,-0.052479238,-0.078714419
C51H96,2512027.665,7.75867E-05,0.077586712,0.109469602
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H16,1655570.866,8.24355E-06,0.008243547,0.051481882
C13H18,1598757.658,1.99897E-06,-0.001998973,-0.011479061
C14H20,1903594.712,1.45123E-05,-0.014512326,-0.077129019
C15H22,2111767.395,1.37621E-05,-0.013762093,-0.068071161
C16H24,2795976.394,1.06928E-07,-0.000106928,-0.000494609
C17H26,3199310.106,7.67697E-06,0.00767697,0.033348631
C18H28,4839254.61,1.60084E-05,0.016008372,0.065549221
C19H30,5948701.886,1.06213E-06,0.001062127,0.004113028
C20H32,5818573.477,1.59863E-05,0.015986294,0.058719083
C21H34,7476404.32,8.07898E-06,0.008078984,0.028221941
C22H36,10355658.54,4.65055E-05,0.046505474,0.154872822
C23H38,9567832.061,1.37399E-05,0.013739874,0.043716161
C24H40,13387356.13,7.17644E-05,0.071764391,0.218585286
C25H42,10666554.28,2.86557E-06,-0.002865567,-0.008370806
C26H44,17142302.88,7.3836E-05,0.073836013,0.207204137
C27H46,22166847.47,8.99985E-05,0.089998491,0.243002763
C28H48,18612868.36,3.90209E-05,-0.039020923,-0.101517691
C29H50,25809499.54,1.26495E-05,0.012649548,0.031751571
C30H52,26527351.29,9.36525E-05,0.09365246,0.22708752
C31H54,21722785.34,3.64422E-05,-0.03644219,-0.085460279
C32H56,19008288.55,6.71707E-05,-0.067170701,-0.152508798
C33H58,21476520.41,4.95326E-05,0.049532637,0.108993767
C34H60,16955183.25,7.24869E-05,-0.072486934,-0.154731384
C35H62,17543884.62,4.01958E-05,-0.040195826,-0.083309976
C36H64,17111016.39,4.77718E-05,0.047771809,0.096216982
C37H66,13431054.78,6.45213E-05,-0.064521285,-0.12638434
C38H68,11867463.22,6.11558E-05,-0.061155799,-0.116591146
C39H70,13249896.27,6.44354E-05,0.064435357,0.119646506
C40H72,11332517.43,4.90595E-05,0.049059535,0.088785349
C41H74,9897190.747,0.000109853,-0.109852962,-0.193888147
C42H76,8387215.581,0.000125983,0.125983495,0.216990432
C43H78,8547716.577,0.000123432,-0.123432347,-0.207585265
C44H80,6640502.425,0.000119099,0.119098948,0.195684949
C45H82,5319359.634,0.000122192,-0.122191894,-0.196247543
C46H84,4628645.07,0.000169598,-0.169598231,-0.266388573
C47H86,4941224.928,9.60582E-05,-0.096058219,-0.147629033
C48H88,3767045.674,9.40259E-05,0.094025932,0.14145862
C49H90,3028870.747,0.000143732,0.143732088,0.211774255
C50H92,2507556.54,0.000276923,-0.276923318,-0.399762324
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H14,3629873.744,1.01075E-06,-0.001010752,-0.006392735
C13H16,2601148.37,4.41981E-06,0.004419815,0.025677907
C15H20,2202868.593,4.7842E-06,-0.0047842,-0.023902298
C16H22,2997871.133,9.12034E-06,-0.009120342,-0.042584162
C17H24,2834391.048,5.90017E-06,0.00590017,0.025856639
C18H26,4412849.974,7.02415E-06,0.007024154,0.029001049
C19H28,6171470.228,1.47168E-05,0.014716774,0.057438239
C20H30,7347405.311,2.38341E-06,0.00238341,0.008819776
C21H32,8763875.876,2.29575E-05,0.022957493,0.080765033
C22H34,9004505.114,9.0105E-06,0.009010495,0.030209591
C23H36,10796267.18,4.19094E-05,0.041909366,0.13420372
C24H38,14738541.57,5.44283E-05,0.054428333,0.166805929
C25H40,13923267.91,2.03123E-05,0.02031228,0.059687053
C26H42,20352650.91,0.000100774,0.100773723,0.28440749
C27H44,24916189.58,0.000109201,0.109200506,0.296463134
C28H46,21994261.33,9.72588E-05,0.097258828,0.254364578
C29H48,28242827.59,0.00013549,0.135489721,0.341821547
C30H50,22943672.38,3.83829E-05,-0.03838295,-0.0935277
C31H52,21284111.96,9.02609E-05,-0.090260906,-0.212675397
C32H54,24735403.48,9.50773E-05,0.095077306,0.216862261
C33H56,21856699.16,9.4286E-05,0.094286034,0.208395386
C34H58,20889574.86,0.000115875,0.115875093,0.248417056
C35H60,19508600.12,0.000101047,0.101047493,0.210309901
C36H62,19386874.75,5.90589E-05,0.059058864,0.119435061
C37H64,17572678.82,6.48844E-05,0.06488438,0.127599367
C38H66,15608863.96,6.37956E-05,0.063795627,0.122093049
C39H68,14788023.71,2.9494E-05,-0.02949405,-0.05497164
C40H70,13538512.61,5.34586E-05,0.05345857,0.097100697
C41H72,10003205.2,4.60806E-05,-0.046080582,-0.081621624
C42H74,10968025.19,4.84238E-05,-0.048423837,-0.083694417
C43H76,9796538.804,3.63561E-05,0.036356092,0.061350686
C44H78,8100203.231,0.000157235,-0.157235154,-0.259202886
C45H80,7808720.717,4.30832E-05,-0.043083245,-0.069419014
C46H82,6535006.839,3.17944E-05,-0.031794435,-0.050098248
C47H84,6239152.316,0.000172989,-0.172989425,-0.266688472
C48H86,4472252.217,5.88283E-05,0.058828292,0.088774247
C49H88,3680673.699,4.98037E-05,0.049803744,0.073599205
C50H90,3210406.136,0.000204548,-0.204548039,-0.296144172
C51H92,3377968.994,0.000213688,-0.213688021,-0.303224047
C55H100,2474349.575,0.00019646,-0.196459667,-0.258233683
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C13H14,3505544.411,4.75764E-06,-0.004757637,-0.027968076
C14H16,69732328.73,6.23312E-06,-0.006233122,-0.033852628
C15H18,1864003.965,1.21221E-06,0.001212211,0.006117925
C16H20,1922402.154,8.03824E-07,-0.000803824,-0.003788826
C17H22,3697033.729,1.10151E-05,0.011015054,0.048702081
C18H24,4635466.103,1.44806E-05,0.014480625,0.060288759
C19H26,6759003.353,1.62193E-05,0.016219336,0.063804546
C20H28,8425442.063,1.74441E-05,0.017444078,0.065036674
C21H30,10623142.09,2.06511E-06,0.002065107,0.007316983
C22H32,11687563.93,2.30342E-05,0.023034211,0.077752506
C23H34,13325712.78,2.93554E-05,0.029355375,0.094613557
C24H36,16002306.13,4.82889E-05,0.048288922,0.148910413
C25H38,18977838.32,9.34666E-05,0.093466607,0.276285364
C26H40,20009820.9,4.75512E-05,0.047551168,0.134968531
C27H42,21556073.08,2.04154E-05,-0.020415408,-0.055729762
C28H44,22801524.77,1.77848E-05,0.01778475,0.046759607
C29H46,28210648,9.07891E-05,0.090789056,0.230218751
C30H48,24010083.9,1.66628E-05,0.01666281,0.040802659
C31H50,24824716.39,5.76333E-05,0.057633261,0.136445206
C32H52,22899890.22,5.80788E-05,0.058078771,0.133083988
C33H54,22637845.39,0.000105122,0.105121734,0.233384704
C34H56,23026233.07,3.69266E-05,-0.036926559,-0.079508015
C35H58,21702440.02,2.04037E-05,0.020403673,0.042645019
C36H60,19670453.42,4.82353E-05,0.048235294,0.097945748
C37H62,19581479.48,8.6951E-05,0.086951019,0.171675356
C38H64,15757767.94,8.77155E-05,-0.087715475,-0.168521307
C39H66,14849365.5,4.5221E-05,-0.045221007,-0.084601713
C40H68,14646100.85,3.21478E-05,-0.032147807,-0.058606975
C41H70,13156480.54,5.71414E-05,-0.057141434,-0.101576149
C42H72,10502529.17,0.000132267,-0.132266969,-0.229405766
C43H74,9427630.259,6.51785E-05,-0.065178467,-0.110363662
C44H76,8174370.794,9.5574E-05,0.095574022,0.15807949
C45H78,7551754.264,5.77865E-05,0.057786486,0.093413384
C46H80,7031531.743,9.92424E-05,0.099242433,0.15687378
C47H82,6082543.8,5.4171E-05,-0.054171007,-0.083772839
C48H84,5284939.384,7.48074E-05,0.074807364,0.113231722
C49H86,3759781.008,1.73447E-05,0.017344712,0.025708325
C50H88,4623543.745,7.13454E-06,0.007134542,0.010359606
C51H90,4171295.461,4.64141E-05,0.046414096,0.066050683
C52H92,3211044.274,0.000150523,-0.150522838,-0.210016266
C53H94,3541226.177,3.8203E-05,-0.038203038,-0.05228025
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C13H12,18598380.02,8.84839E-07,0.000884839,0.005263954
C14H14,58048438.21,6.85478E-06,-0.006854779,-0.037640965
C15H16,14019483.84,4.93446E-06,-0.004934461,-0.025159751
C16H18,4513250.357,8.10935E-06,-0.008109348,-0.03859006
C17H20,6105409.091,6.71795E-07,-0.000671795,-0.002996992
C18H22,8347046.802,1.19368E-05,0.011936837,0.050118528
C19H24,9484522.093,1.21687E-05,0.012168663,0.048252384
