Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C31H60,2089698.316,8.13101E-05,0.081310063,0.188013403
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C13H22,1707313.091,1.28846E-05,-0.012884573,-0.072315303
C14H24,1748735.755,1.53194E-05,-0.015319416,-0.079710658
C19H34,2197751.876,8.04312E-06,0.008043118,0.030667781
C20H36,2253508.32,3.6577E-05,0.036577007,0.132390262
C21H38,2215510.764,2.65437E-05,0.026543658,0.091436102
C23H42,2960160.851,2.56567E-05,0.025656699,0.080598144
C25H46,2618479.131,7.57894E-06,0.007578935,0.021881674
C26H48,2596384.341,5.87247E-05,0.058724697,0.162954141
C27H50,2768488.499,1.37097E-05,0.013709699,0.03661864
C28H52,3323147.504,7.19789E-05,0.07197887,0.185318204
C29H54,3045118.965,6.88405E-05,0.068840524,0.171065274
C30H56,3861808.865,6.23191E-05,0.062319111,0.149647922
C31H58,2775671.236,3.39258E-05,-0.033925778,-0.078813972
C32H60,3524771.848,9.36921E-05,0.093692086,0.21079531
C33H62,3219122.894,1.5253E-05,-0.015252952,-0.033268149
C34H64,2246631.648,5.61371E-05,-0.056137099,-0.118808473
C35H66,3377017.72,7.63059E-06,-0.00763059,-0.015684135
C36H68,2042989.633,3.1509E-06,-0.003150901,-0.006295102
C37H70,2395773.514,7.21977E-05,0.072197723,0.14031297
C38H72,2678832.628,3.74384E-05,-0.037438388,-0.070830459
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,2680068.42,2.53155E-05,-0.025315538,-0.156133005
C14H22,2485900.113,1.94478E-05,-0.019447777,-0.102264066
C15H24,2012247.278,2.03178E-05,-0.020317781,-0.099505364
C16H26,1920975.768,7.52561E-06,-0.007525614,-0.034488979
C17H28,2247679.502,9.83499E-06,-0.009834993,-0.042352212
C18H30,2042377.865,9.00656E-10,-9.00656E-07,-3.65771E-06
C19H32,3560254.191,7.74213E-07,-0.000774213,-0.002974876
C20H34,3725504.388,3.61894E-06,0.003618943,0.013195009
C21H36,4680570.15,1.69711E-05,0.016971126,0.058869939
C22H38,4166301.05,1.25106E-05,0.012510558,0.04138494
C23H40,5251141.507,2.91982E-05,0.029198201,0.092307938
C24H42,6018337.225,1.63207E-05,0.016320701,0.049407464
C25H44,6055454.342,3.39843E-05,0.033984334,0.098692889
C26H46,6690769.055,4.95092E-05,0.049509247,0.138155078
C27H48,8526053.436,4.5099E-05,0.045098961,0.121111481
C28H50,9927812.534,5.48233E-05,0.054823294,0.141885444
C29H52,9861799.509,6.59115E-07,-0.000659115,-0.001646114
C30H54,12282964.18,9.397E-05,0.093970031,0.226749317
C31H56,8405060.312,7.43905E-05,0.07439051,0.173631833
C32H58,8231443.994,3.55974E-05,0.035597396,0.080454483
C33H60,7042432.903,9.51518E-06,0.009515183,0.020845167
