Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C14H26,1978700.655,9.905E-06,0.009905003,0.05100323
C18H34,2495039.746,7.20584E-06,-0.007205842,-0.028792725
C19H36,2607581.248,1.19573E-05,-0.01195734,-0.045244678
C20H38,4049439.609,6.85852E-06,-0.006858521,-0.024644579
C21H40,2944189.326,5.27661E-05,-0.052766078,-0.180512251
C22H42,2883504.913,2.97136E-07,-0.000297136,-0.00096999
C23H44,3445385.799,2.82571E-05,0.028257098,0.088208525
C24H46,3413738.957,6.01064E-05,-0.060106372,-0.179765464
C25H48,3891886.81,4.74656E-05,0.047465627,0.136248425
C26H50,4264736.318,4.74104E-05,0.047410437,0.13082666
C27H52,5794060.218,8.20575E-05,0.082057464,0.218002018
C28H54,4968359.311,6.90793E-06,-0.006907928,-0.017693466
C29H56,5129921.194,2.07325E-06,0.002073251,0.005126248
C30H58,6234382.47,0.000102589,0.10258902,0.245162087
C31H60,5761168.661,0.000105757,0.105756998,0.244542094
C32H62,6155745.858,0.000215724,0.215723525,0.48315946
C33H64,5797235.997,9.53436E-05,-0.095343553,-0.207043187
C34H66,6091893.943,0.000178364,0.178364476,0.375886811
C35H68,6992602.484,6.50142E-05,0.065014241,0.133080797
C36H70,6342546.266,0.000114424,-0.114424135,-0.227688084
C37H72,6837232.795,0.000116851,-0.116851422,-0.226209255
C38H74,6268493.496,7.36003E-05,0.073600284,0.138716906
C39H76,5002430.516,0.00016852,-0.168519775,-0.309440716
C40H78,6603724.991,0.000177591,0.177591365,0.317916351
C41H80,5123310.193,0.000177292,0.177292428,0.309612953
C42H82,5222283.669,0.000124704,0.124704212,0.212573062
C43H84,3820511.788,0.000180468,0.18046825,0.300451272
C44H86,3869459.271,7.19027E-05,0.07190269,0.11697715
C45H88,3940226.919,0.000194055,-0.194055059,-0.308666418
C46H90,2911555.806,0.000143941,0.143941302,0.223961957
C47H92,2475629.63,0.000175726,0.175726428,0.267582004
C48H94,2802785.934,7.65829E-06,0.007658285,0.011417742
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C11H18,2342257.042,5.49898E-05,0.054989834,0.366254976
C12H20,3072785.766,7.53525E-05,0.07535253,0.45902861
C13H22,3397957.729,4.35077E-05,0.043507656,0.24418887
C14H24,5257701.714,1.01533E-05,0.010153271,0.052829946
C15H26,4400213.652,8.21884E-06,-0.008218835,-0.039857893
C16H28,4278000.322,1.66537E-05,-0.016653688,-0.075623266
C17H30,3793951.805,1.44814E-05,-0.014481406,-0.061824326
C18H32,4958605.913,1.58928E-05,-0.015892809,-0.064019267
C19H34,10511787.13,1.55383E-05,-0.01553829,-0.059246287
C20H36,10345810.35,1.31575E-06,0.001315752,0.004762357
C21H38,12156449.94,3.97413E-06,-0.003974128,-0.013689852
C22H40,6607222.988,5.75114E-05,-0.057511351,-0.188987492
C23H42,7118988.786,1.54799E-06,0.001547989,0.004862866
C24H44,7744335.637,9.04776E-05,-0.090477647,-0.272240704
C25H46,7650485.423,7.75719E-05,-0.077571903,-0.223963259
C26H48,11697188.51,8.59866E-05,0.085986633,0.238602816
C27H50,10771934.71,1.15869E-06,0.001158685,0.003094851
C28H52,12478998.13,7.59906E-05,0.075990611,0.195646911
C29H54,17364897.23,0.000113855,0.113854831,0.282923586
C30H56,16366097.97,6.72724E-05,0.067272437,0.161542426
C31H58,13556565,0.000171232,-0.171232453,-0.397795146
C32H60,17516816.24,0.000115366,0.115366354,0.259559662
C33H62,14275124.56,0.000208815,-0.208815172,-0.455445877
C34H64,15423277.09,7.046E-05,-0.070459991,-0.149121422
C35H66,19596087.23,2.373E-05,-0.023729976,-0.048775279
C36H68,15277483.39,2.99452E-05,-0.029945156,-0.059826644
C37H70,14941760.83,0.000141821,0.141820976,0.275622575
C38H72,12628132.86,6.97275E-05,-0.069727522,-0.131918937
C39H74,14765307.49,0.000122544,-0.122543875,-0.225854416
C40H76,13306062.44,0.000120514,0.120513986,0.216520181
C41H78,10753689.08,1.07933E-06,0.001079326,0.00189153
C42H80,10000295.64,0.000134448,-0.134447656,-0.229972077
C43H82,9474203.753,0.000174877,-0.174877368,-0.292123622
C44H84,8737347.38,6.04959E-05,0.060495901,0.098743458
C45H86,7629135.762,4.2701E-05,0.042701043,0.068139279
C46H88,7383635.408,0.000177389,0.177389373,0.276872997
C47H90,5480191.855,9.03723E-05,0.09037234,0.138035364
C48H92,6664065.572,1.21906E-05,0.012190572,0.018229713
C49H94,5291056.023,0.00027524,0.275239832,0.403142667
C50H96,5362012.371,8.12522E-05,-0.081252176,-0.116615767
C51H98,3699539.33,0.000181572,0.181572333,0.255459764
C52H100,2828670.779,4.28264E-05,-0.042826373,-0.059088586
C53H102,4479183.583,0.000252047,-0.252047048,-0.341158199
C54H104,2794674.085,0.000296428,0.296428475,0.39376068
C55H106,3130988.286,0.000264291,-0.264291297,-0.344654598
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,6915204.256,6.47738E-05,0.064773783,0.399490831
C13H20,7140654.41,4.27365E-05,0.042736549,0.242605575
C14H22,13935441.88,1.7412E-05,0.017411963,0.091558953
C15H24,6364664.295,1.04843E-05,-0.010484283,-0.051346277
C16H26,10323625.93,9.68577E-06,-0.009685775,-0.044388734
C17H28,10090562.95,1.61233E-05,-0.016123339,-0.06943158
C18H30,11346084.28,1.89266E-05,-0.018926572,-0.076863937
C19H32,11471358.73,4.28254E-05,-0.042825422,-0.164554682
C20H34,9198376.787,2.55024E-05,-0.025502431,-0.092984277
C21H36,13046148.88,5.61024E-06,-0.005610238,-0.019460958
C22H38,12332251.51,3.47159E-05,-0.03471586,-0.114840107
C23H40,12964489.05,1.28276E-05,-0.012827594,-0.040553483
C24H42,17038331.64,6.0947E-05,-0.060946973,-0.184504047
C25H44,19561573.98,3.11801E-05,-0.031180113,-0.090549234
C26H46,25698252.42,3.64974E-05,0.036497426,0.101845717
C27H48,46078662.07,9.88556E-06,-0.009885564,-0.026547292
C28H50,58663074.16,6.23594E-06,-0.006235941,-0.016138928
C29H52,67298001.25,0.000119664,-0.119663832,-0.298855567
C30H54,97209044.77,0.00015164,0.151640315,0.365907489
C31H56,63769220.45,8.6186E-05,0.08618605,0.201163317
