Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C14H26,1671436.371,2.56104E-06,-0.002561038,-0.013187395
C17H32,1821886.519,4.51928E-06,-0.004519284,-0.019129212
C18H34,1829898.784,8.72731E-06,-0.008727312,-0.034872136
C19H36,2838671.501,6.03109E-06,-0.006031095,-0.022820705
C20H38,2992178.379,4.60843E-06,0.004608429,0.01655937
C21H40,2579923.011,5.01521E-05,-0.050152089,-0.171569821
C22H42,2596442.349,1.23569E-05,-0.01235691,-0.040338734
C23H44,4193036.934,5.92393E-05,0.059239269,0.184923749
C24H46,4487593.614,2.87935E-05,-0.028793499,-0.086115274
C25H48,3606851.432,3.09866E-05,0.030986579,0.088945894
C26H50,3355533.501,2.90043E-05,0.02900427,0.080035788
C27H52,4991512.026,8.88903E-05,0.088890317,0.236154855
C28H54,4006099.235,4.05968E-06,0.004059683,0.010398177
C29H56,5371822.929,1.23857E-05,-0.012385674,-0.030624392
C30H58,6298187.611,9.77166E-05,0.097716558,0.233518124
C31H60,6565936.087,0.000102891,0.102891048,0.237915153
C32H62,7426261.91,0.000187873,0.187873431,0.420783154
C33H64,6809415.971,5.00733E-05,-0.050073341,-0.108736707
C34H66,7024213.107,0.000168716,0.168716155,0.355553857
C35H68,7185533.092,9.10993E-05,0.091099341,0.186475649
C36H70,6411311.488,5.84375E-05,-0.058437481,-0.116282443
C37H72,4710990.314,3.26003E-05,-0.032600346,-0.063110057
C38H74,6009102.052,7.90435E-05,0.079043464,0.148975847
C39H76,4439018.99,0.000153434,-0.153433576,-0.281739016
C40H78,5195434.414,0.000120036,0.120036316,0.214883802
C41H80,5493496.882,0.00012826,0.128260204,0.223985994
C42H82,4233608.652,0.000200268,0.20026781,0.341380141
C43H84,3581764.643,0.000136558,0.136558011,0.227347625
C44H86,3149359.548,0.00010919,0.10919009,0.177639328
C45H88,2903980.643,0.000273244,-0.273244119,-0.434625533
C46H90,2472721.295,0.000162744,0.162744118,0.253217739
C47H92,3060696.104,0.000121719,0.12171914,0.18534407
C48H94,2679249.272,4.86849E-05,0.04868493,0.072584388
C50H98,2543842.972,0.000117131,0.117130822,0.16762504
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C11H18,1915534.39,4.77206E-05,0.047720602,0.317838897
C12H20,3197415.347,3.8223E-05,0.038223028,0.232845047
C13H22,2952857.743,1.45802E-05,0.014580234,0.081832281
C14H24,4594974.271,5.95084E-06,0.005950837,0.030963658
C15H26,4576347.456,1.04882E-05,-0.010488214,-0.050863427
C16H28,4365191.461,1.40819E-05,-0.014081901,-0.063944957
C17H30,4494229.551,2.979E-06,-0.002979,-0.012718011
C18H32,4799877.755,1.49041E-06,0.001490413,0.006003666
C19H34,9577613.169,1.11943E-06,-0.001119426,-0.004268286
C20H36,10189457.86,1.03786E-05,0.010378604,0.037565296
C21H38,12064297.63,1.29647E-06,0.001296471,0.004466009
C22H40,5861372.551,2.19472E-05,-0.021947152,-0.072120324
C23H42,6213405.566,7.307E-06,-0.007307,-0.022954265
C24H44,7063463.659,8.52119E-05,-0.085211906,-0.256396469
C25H46,8087865.786,7.63422E-05,-0.076342217,-0.220412945
C26H48,11895300.64,8.13283E-05,0.081328331,0.225676573
C27H50,9034341.283,4.37112E-06,-0.004371116,-0.011675261
C28H52,12763142.62,8.66118E-05,0.086611769,0.222992353
C29H54,18117095.22,0.000112726,0.112725944,0.280118357
C30H56,16436637.16,6.9109E-05,0.069109042,0.165952696
C31H58,11823680.09,0.000175866,-0.175866104,-0.408559718
C32H60,17343159.9,0.00010678,0.10677993,0.240241297
C33H62,13385022.63,0.000172369,-0.17236853,-0.375952263
C34H64,15487079.33,8.77863E-05,-0.087786314,-0.185790826
C35H66,15221325.2,9.34567E-06,-0.009345672,-0.019209364
C36H68,14258809.93,5.1339E-06,0.005133899,0.010256883
C37H70,12530466.22,0.000124643,0.124642804,0.242237583
C38H72,12451903.37,9.31813E-05,-0.093181348,-0.176291715
C39H74,14330247.22,9.63539E-05,-0.096353904,-0.177585005
C40H76,13397742.23,0.000116313,0.116313397,0.208973238
C41H78,9750338.141,1.46104E-05,0.014610431,0.025604918
C42H80,8194525.703,0.000155521,-0.155520739,-0.266017484
