Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C15H26,1950882.737,1.16287E-06,-0.001162866,-0.005639409
C18H32,1781024.908,1.66199E-05,-0.016619864,-0.066947986
C19H34,2442030.29,5.78427E-06,-0.005784269,-0.022054967
C20H36,2080383.652,1.47758E-06,0.001477581,0.005348097
C21H38,2627843.855,1.3052E-05,-0.013052049,-0.044960964
C22H40,3071470.706,2.19672E-06,-0.00219672,-0.007218621
C23H42,2784265.401,1.02497E-05,-0.010249685,-0.032198437
C24H44,3193090.826,3.49561E-05,-0.034956128,-0.105180463
C25H46,3210824.114,5.04885E-05,-0.050488471,-0.145768791
C26H48,3755181.696,4.97543E-05,0.049754348,0.138062475
C27H50,3440656.279,1.708E-06,-0.001707999,-0.004562069
C28H52,3853392.589,6.93127E-05,0.069312735,0.178453922
C29H54,5080906.857,5.84435E-05,0.058443487,0.145229155
C30H56,4055608.186,4.72985E-05,0.047298533,0.113578757
C31H58,3038975.787,8.62945E-05,-0.086294454,-0.200473183
C32H60,3200707.538,7.64577E-05,0.076457684,0.17202009
C33H62,3212176.995,0.000167268,-0.167268276,-0.364828121
C34H64,2887094.433,4.48321E-05,-0.044832084,-0.094882557
C35H66,3993194.784,2.1677E-05,-0.021677004,-0.044555541
C36H68,3849589.219,6.6519E-06,0.0066519,0.013289658
C37H70,4296924.297,9.23266E-05,0.092326567,0.179432456
C39H74,2893854.312,1.16068E-05,-0.011606798,-0.021391902
C41H78,2566754.274,3.12605E-05,-0.031260476,-0.054784278
C42H80,2628073.99,2.3154E-05,-0.023153996,-0.039604801
,,,,
Formula,Mono Inty,Abs Error,mDa Error,ppm Error
C12H18,3091890.65,3.42684E-05,0.034268372,0.211349405
C13H20,2356877.154,2.52232E-05,0.025223186,0.143186233
C14H22,3160627.373,7.56876E-06,0.007568756,0.039799497
C15H24,2312244.049,9.16277E-06,-0.009162771,-0.044874231
C16H26,3854353.557,1.18839E-05,-0.011883943,-0.054462673
C17H28,3115815.226,1.52278E-05,-0.015227839,-0.065575308
C18H30,2910283.637,5.90669E-06,-0.005906687,-0.023988033
C19H32,4621920.245,3.27954E-05,-0.032795447,-0.126014972
C20H34,4060723.432,2.7272E-05,-0.027271952,-0.099436119
C21H36,4709109.821,1.03266E-05,-0.010326624,-0.035821296
C22H38,4825511.734,1.67926E-05,-0.016792608,-0.055549966
C23H40,6574100.984,1.36721E-05,-0.013672126,-0.043223408
C24H42,7154900.059,1.59418E-05,-0.015941833,-0.048260522
C25H44,6692598.143,1.08006E-05,-0.010800572,-0.031365619
C26H46,8692234.689,3.21199E-05,0.03211989,0.089630245
C27H48,10626337.23,2.42332E-06,0.002423318,0.006507725
C28H50,10713881.76,1.76421E-05,0.017642062,0.045658545
C29H52,12333759.84,4.42448E-05,-0.044244758,-0.110499489
C30H54,15432878.32,9.15628E-05,0.091562768,0.220940601
C31H56,10633656.34,6.33904E-05,0.063390385,0.147956893
C32H58,10471909.8,1.09227E-05,-0.010922676,-0.024686587
C33H60,11302454.16,3.97986E-05,-0.039798646,-0.087187962
C34H62,10618164.56,6.28671E-05,0.062867079,0.133621812
C35H64,10158002.27,4.72025E-05,-0.047202455,-0.097424927
C36H66,8621923.354,4.43009E-05,0.044300881,0.088865435
C37H68,6823307.641,1.51827E-05,0.015182705,0.029622935
C38H70,6538633.694,6.70321E-05,0.067032115,0.127304912
C39H72,6017592.17,3.17502E-05,0.03175023,0.058735441
C40H74,5606992.165,7.61044E-05,0.076104371,0.137229076
C41H76,5074312.99,3.35885E-05,-0.033588482,-0.059072802
C42H78,5190984.961,3.47766E-05,0.03477655,0.059690924
C43H80,4678347.643,9.43377E-05,0.094337653,0.158118574
C44H82,3757699.803,6.8227E-05,-0.068226988,-0.111729994
C45H84,3903689.848,7.32303E-05,0.073230328,0.117232806
C46H86,2635135.177,1.7381E-05,-0.017380952,-0.027214167
C47H88,3266652.824,5.95007E-05,0.059500735,0.091162515
,,,,
