Formula,Mono Inty
C13H18O,0.1681118
C14H20O,0.0917044
C16H24O,0.1002093
C17H26O,0.0845051
C18H28O,0.1306704
C19H30O,0.0878856
C13H16O,0.0881049
C14H18O,0.099237
C15H20O,0.1234271
C16H22O,0.1094153
C17H24O,0.1023345
C18H26O,0.0900181
C19H28O,0.1985887
C16H20O,0.0959664
C17H22O,0.0771109
C18H24O,0.0991673
C19H26O,0.1466844
C12H18O2,0.1470504
C13H20O2,0.1433492
C14H22O2,0.2263026
C15H24O2,0.1040717
C16H26O2,0.1163819
C17H28O2,0.0965768
C18H30O2,0.1384523
C19H32O2,0.0840624
C11H14O2,0.0966253
C12H16O2,0.3034421
C13H18O2,0.2663448
C14H20O2,0.3331939
C15H22O2,0.6875481
C16H24O2,0.2092356
C17H26O2,0.1514248
C18H28O2,0.1367426
C19H30O2,0.2322122
C20H32O2,0.3551434
C12H14O2,0.3644506
C13H16O2,0.2975192
C14H18O2,0.4036331
C15H20O2,0.2682782
C16H22O2,0.2674557
C17H24O2,0.2616946
C18H26O2,0.2465395
C19H28O2,0.3196335
C20H30O2,1.2575083
C22H34O2,0.0790266
C30H50O2,0.2169348
C12H12O2,0.1945237
C13H14O2,0.2280073
C14H16O2,0.3354884
C15H18O2,0.2599632
C16H20O2,0.3365212
C17H22O2,0.2686781
C18H24O2,0.3155837
C19H26O2,0.2723828
C20H28O2,2.5228474
C21H30O2,0.1204762
C22H32O2,0.0920657
C30H48O2,0.1138921
C12H10O2,0.1140971
C13H12O2,0.2060686
C14H14O2,0.2256321
C15H16O2,0.2298847
C16H18O2,0.2248927
C17H20O2,0.2326391
C18H22O2,0.2341159
C19H24O2,0.2388497
C20H26O2,0.4925774
C21H28O2,0.1028754
C22H30O2,0.0808653
C30H46O2,1.5011958
C13H10O2,0.1190427
C14H12O2,0.1209546
C15H14O2,0.163802
C16H16O2,0.1534588
C17H18O2,0.1878268
C18H20O2,0.1413223
C19H22O2,0.1241618
C20H24O2,0.1531409
C21H26O2,0.0771037
C11H18O3,0.139938
C12H20O3,0.1286059
C13H22O3,0.119051
C14H24O3,0.0865925
C15H26O3,0.1185689
C16H28O3,0.2340761
C18H32O3,0.2547001
C19H34O3,0.1167002
C20H36O3,0.1850956
C11H16O3,0.2623244
C12H18O3,0.2574344
C13H20O3,0.3021519
C14H22O3,0.2173598
C15H24O3,0.2467559
C16H26O3,0.2174718
C17H28O3,0.1807701
C18H30O3,0.9481444
C19H32O3,0.3118787
C20H34O3,0.8518835
C21H36O3,0.0814117
C10H12O3,0.2669158
C11H14O3,0.4268171
C12H16O3,0.3859761
C13H18O3,0.5378233
C14H20O3,0.4391985
C15H22O3,0.6206904
C16H24O3,0.3602197
C17H26O3,0.4011972
C18H28O3,0.4538883
C19H30O3,0.6728183
C20H32O3,2.2227631
C21H34O3,0.1711284
C30H52O3,0.1157618
C10H10O3,0.1390253
C11H12O3,0.4394265
C12H14O3,0.445341
C13H16O3,0.6768709
C14H18O3,0.5500777
C15H20O3,0.644249
C16H22O3,0.5233051
C17H24O3,0.4874841
C18H26O3,0.5957152
C19H28O3,0.7385945
C20H30O3,2.1010864
C21H32O3,0.3515549
C22H34O3,0.0747182
C26H42O3,0.0800091
C28H46O3,0.0734969
C29H48O3,0.2552762
C30H50O3,0.3150142
C35H60O3,0.1637213
C11H10O3,0.5262347
C12H12O3,0.4128683
C13H14O3,0.5583147
C14H16O3,0.42847
C15H18O3,0.5456828
C16H20O3,0.4973032
C17H22O3,0.6434935
C18H24O3,0.5517631
C19H26O3,0.7015681
C20H28O3,3.3451264
C21H30O3,0.4797527
C22H32O3,0.1384103
C27H42O3,0.0878271
C29H46O3,0.1924622
C30H48O3,6.1340251
C11H8O3,0.250662
C12H10O3,0.3319056
C13H12O3,0.4688423
C14H14O3,0.3482772
C15H16O3,0.4748704
C16H18O3,0.3940517
C17H20O3,0.5625728
C18H22O3,0.4475925
C19H24O3,0.6921954
C20H26O3,1.3932815
C21H28O3,0.3192028
C22H30O3,0.1715166
C23H32O3,0.1193454
C27H40O3,0.0903847
C28H42O3,0.1050362
C29H44O3,0.1659634
C30H46O3,1.4200822
C11H6O3,0.0801254
C12H8O3,0.1725102
C13H10O3,0.3381562
C14H12O3,0.2838451
C15H14O3,0.2553202
C16H16O3,0.3021054
C17H18O3,0.3436874
C18H20O3,0.3574663
C19H22O3,0.4615888
C20H24O3,0.3903638
C21H26O3,0.227933
C22H28O3,0.1419249
C23H30O3,0.1060807
C28H40O3,0.110098
C29H42O3,0.1170453
C30H44O3,0.314772
C12H6O3,0.0825683
C13H8O3,0.2198055
C14H10O3,0.3596188
C15H12O3,0.2621966
C16H14O3,0.2427671
C17H16O3,0.2311022
C18H18O3,0.2161837
C19H20O3,0.2500015
C20H22O3,0.1956808
C21H24O3,0.1274782
C22H26O3,0.1305975
C30H42O3,0.1490134
C14H8O3,0.1689369
C15H10O3,0.2275421
C16H12O3,0.2302539
C17H14O3,0.1881416
C18H16O3,0.1097274
C19H18O3,0.1155063
C20H20O3,0.1311479
C21H22O3,0.1308979
C22H24O3,0.1218973
C30H40O3,0.0726685
C40H60O3,0.0947514
C15H8O3,0.118137
C16H10O3,0.1699519
C17H12O3,0.1632185
C18H14O3,0.0990935
C19H16O3,0.0938918
C20H18O3,0.0754949
C22H22O3,0.0831326
C10H18O4,0.25128
C11H20O4,0.2144845
C12H22O4,0.1481002
C13H24O4,0.1620741
C14H26O4,0.0783578
C15H28O4,0.1079644
C16H30O4,1.3679587
C17H32O4,0.2271978
C18H34O4,5.8224225
C19H36O4,0.1251398
C20H38O4,0.8174011
C22H42O4,0.8161259
C24H46O4,0.120648
C10H16O4,0.4092054
C11H18O4,0.3653449
C12H20O4,0.2605155
C13H22O4,0.2174227
C14H24O4,0.1637611
