Formula,Mono Inty
C16H30O2,0.1726626
C17H32O2,0.1415851
C18H34O2,1.9524217
C19H36O2,0.0970977
C20H38O2,0.1160083
C12H20O2,0.0934344
C13H22O2,0.136047
C17H30O2,0.0998429
C18H32O2,0.5601781
C12H18O2,0.1349569
C13H20O2,0.1175633
C14H22O2,0.1697354
C15H24O2,0.077219
C18H30O2,0.0794341
C12H16O2,0.2583017
C13H18O2,0.3070217
C14H20O2,0.3202982
C15H22O2,0.3190525
C16H24O2,0.1327497
C17H26O2,0.0984259
C20H32O2,0.5568292
C12H14O2,0.3440837
C13H16O2,0.3572334
C14H18O2,0.4599274
C15H20O2,0.25024
C16H22O2,0.2623464
C17H24O2,0.2325105
C18H26O2,0.158664
C19H28O2,0.1132528
C20H30O2,1.7911921
C30H50O2,0.1035785
C12H12O2,0.216693
C13H14O2,0.268563
C14H16O2,0.3848153
C15H18O2,0.304773
C16H20O2,0.3617993
C17H22O2,0.2667976
C18H24O2,0.2758847
C19H26O2,0.1563615
C20H28O2,3.8014295
C21H30O2,0.1129089
C12H10O2,0.1360397
C13H12O2,0.2669655
C14H14O2,0.2417792
C15H16O2,0.2738599
C16H18O2,0.1814401
C17H20O2,0.2638214
C18H22O2,0.2079085
C19H24O2,0.2807742
C20H26O2,0.2907691
C21H28O2,0.095151
C22H30O2,0.1016248
C30H46O2,0.296023
C13H10O2,0.1906793
C14H12O2,0.2120226
C15H14O2,0.2697743
C16H16O2,0.1311327
C17H18O2,0.199441
C18H20O2,0.1743149
C19H22O2,0.1467665
C20H24O2,0.1256759
C21H26O2,0.1083816
C13H8O2,0.2222707
C14H10O2,0.3302988
C15H12O2,0.2520792
C16H14O2,0.1651547
C17H16O2,0.1127773
C18H18O2,0.1737992
C19H20O2,0.1071894
C20H22O2,0.0915954
C21H24O2,0.0772342
C15H10O2,0.207019
C16H12O2,0.1319091
C17H14O2,0.1405926
C18H16O2,0.0930427
C21H22O2,0.0928991
C15H8O2,0.1328392
C16H10O2,0.1058143
C17H12O2,0.1042732
C18H14O2,0.1152142
C11H18O3,0.1066929
C12H20O3,0.1353946
C13H22O3,0.128401
C14H24O3,0.1031721
C15H26O3,0.0928238
C16H28O3,0.1205304
C18H32O3,0.1952798
C20H36O3,0.0936167
C11H16O3,0.2994047
C12H18O3,0.2703919
C13H20O3,0.4355581
C14H22O3,0.24533
C15H24O3,0.2655981
C16H26O3,0.1523498
C17H28O3,0.0889536
C18H30O3,0.5467757
C20H34O3,0.1230484
C10H12O3,0.1731356
C11H14O3,0.3905168
C12H16O3,0.4454912
C13H18O3,0.6065319
C14H20O3,0.543532
C15H22O3,0.6488963
C16H24O3,0.2823456
C17H26O3,0.2571979
C18H28O3,0.2211914
C19H30O3,0.1854036
C20H32O3,0.2824123
C21H34O3,0.0781472
C30H52O3,0.082564
C11H12O3,0.4373994
C12H14O3,0.4281717
C13H16O3,0.6955274
C14H18O3,0.6860703
C15H20O3,0.62931
C16H22O3,0.3930912
C17H24O3,0.4975976
C18H26O3,0.4171724
C19H28O3,0.3466016
C20H30O3,0.492362
C21H32O3,0.2502899
C29H48O3,0.0801784
C30H50O3,0.0992072
C11H10O3,0.4641115
C12H12O3,0.4692133
C13H14O3,0.5467117
C14H16O3,0.5567786
C15H18O3,0.6489692
C16H20O3,0.5445565
C17H22O3,0.5514615
C18H24O3,0.4224164
C19H26O3,0.4772007
C20H28O3,1.031803
C21H30O3,0.2731152
C22H32O3,0.1221511
C30H48O3,2.818151
C11H8O3,0.240965
C12H10O3,0.3479843
C13H12O3,0.4905846
C14H14O3,0.5103335
C15H16O3,0.5718188
C16H18O3,0.4119802
C17H20O3,0.5647686
C18H22O3,0.489356
C19H24O3,0.5550045
C20H26O3,0.7459832
C21H28O3,0.2910361
C22H30O3,0.1760492
C23H32O3,0.0813008
C30H46O3,0.3124521
C12H8O3,0.2745782
C13H10O3,0.432597
C14H12O3,0.4163308
C15H14O3,0.2905634
C16H16O3,0.3724257
C17H18O3,0.3874078
C18H20O3,0.4105872
C19H22O3,0.4271443
C20H24O3,0.3291188
C21H26O3,0.3218287
C22H28O3,0.1664662
C23H30O3,0.1500891
C12H6O3,0.1020045
C13H8O3,0.3507105
C14H10O3,0.5195863
C15H12O3,0.3312143
C16H14O3,0.3141239
C17H16O3,0.2864249
C18H18O3,0.289488
C19H20O3,0.2669214
C20H22O3,0.2331413
C21H24O3,0.1782129
C22H26O3,0.1783107
C23H28O3,0.0990937
C14H8O3,0.2374633
C15H10O3,0.2282241
C16H12O3,0.2558604
C17H14O3,0.261804
C18H16O3,0.2375035
C19H18O3,0.1489924
C20H20O3,0.182147
C21H22O3,0.1148726
C22H24O3,0.1615116
C23H26O3,0.0796802
C15H8O3,0.1662378
C16H10O3,0.2292644
C17H12O3,0.1915618
C18H14O3,0.2133083
C19H16O3,0.151344
C20H18O3,0.1997554
C21H20O3,0.1141592
C22H22O3,0.1130659
C16H8O3,0.0905949
C17H10O3,0.1781659
C18H12O3,0.1588802
C19H14O3,0.1606584
C20H16O3,0.1481094
C21H18O3,0.1036256
C10H18O4,0.1840681
C11H20O4,0.1169498
C16H30O4,0.6037495
C17H32O4,0.2703513
C18H34O4,1.4046103
C20H38O4,0.3201169
C22H42O4,0.2851347
C23H44O4,0.0929663
C10H16O4,0.4446118
C11H18O4,0.3233419
C12H20O4,0.1907413
C13H22O4,0.1872075
C14H24O4,0.177991
C15H26O4,0.1997891
C16H28O4,0.0934412
C18H32O4,5.1056104
C19H34O4,1.1448555
C20H36O4,0.2900536
C10H14O4,0.4704964
C11H16O4,0.4017648
C12H18O4,0.6183393
C13H20O4,0.5886425
C14H22O4,0.5766127
C15H24O4,0.8673838
C16H26O4,0.2964194
C17H28O4,0.2009213
C18H30O4,0.755012
C19H32O4,0.1560472
C20H34O4,0.2204044
C10H12O4,0.4677242
C11H14O4,0.5638456
C12H16O4,0.8008228
C13H18O4,0.6974941
C14H20O4,0.854763
C15H22O4,1.7357556
C16H24O4,0.5934457
C17H26O4,0.4713757
C18H28O4,0.4983605
C19H30O4,0.4188484
C20H32O4,0.8217723
C21H34O4,0.0893329
C22H36O4,0.0843353
C10H10O4,0.5577913
C11H12O4,0.5838345
C12H14O4,0.9366138
C13H16O4,0.8650405
C14H18O4,1.2647179
C15H20O4,1.4187734
C16H22O4,1.7797647
C17H24O4,0.9769349
C18H26O4,0.9714916
C19H28O4,0.7334175
C20H30O4,1.2264282
C21H32O4,0.2649023
C22H34O4,0.1251382
C27H44O4,0.180299
C29H48O4,0.7346658
C30H50O4,0.3900109
C31H52O4,0.7756351
C33H56O4,0.190509
C10H8O4,0.4496565
C11H10O4,0.4905726
C12H12O4,0.8498523
C13H14O4,0.7981264
C14H16O4,1.0775383
C15H18O4,1.1362152
C16H20O4,0.8807309
C17H22O4,1.1201829
C18H24O4,1.2317739
C19H26O4,1.0615995
C20H28O4,1.240983
C21H30O4,0.495867
C22H32O4,0.2185695
C23H34O4,0.1523291
C25H38O4,0.0789727
C29H46O4,0.2112831
C30H48O4,0.4753771
C10H6O4,0.2711369
C11H8O4,0.5199819
C12H10O4,0.6952199
C13H12O4,0.6184725
C14H14O4,0.783935
C15H16O4,0.7773885
C16H18O4,0.8454068
C17H20O4,0.7968984
C18H22O4,1.0424045
C19H24O4,1.0683634
C20H26O4,1.0439576
C21H28O4,0.628132
C22H30O4,0.2414492
C23H32O4,0.2416309
C24H34O4,0.0804067
C25H36O4,0.093388
C26H38O4,0.083035
C28H42O4,0.0853396
C30H46O4,0.1329343
C11H6O4,0.2404825
C12H8O4,0.4951316
C13H10O4,0.62379
C14H12O4,0.7575623
C15H14O4,0.5908189
C16H16O4,0.7468465
C17H18O4,0.6856152
C18H20O4,0.8566977
C19H22O4,0.8271991
C20H24O4,0.8918554
C21H26O4,0.5587634
C22H28O4,0.2779535
C23H30O4,0.2092003
C24H32O4,0.1475199
C26H36O4,0.09429
C28H40O4,0.1031046
C30H44O4,0.0885181
C12H6O4,0.1996643
C13H8O4,0.4006172
C14H10O4,0.3967997
C15H12O4,0.5313597
C16H14O4,0.5756215
C17H16O4,0.536169
C18H18O4,0.6649009
C19H20O4,0.5214809
C20H22O4,0.6593352
C21H24O4,0.375862
C22H26O4,0.316627
C23H28O4,0.1135119
C24H30O4,0.1207053
C25H32O4,0.1390084
C26H34O4,0.0875627
C27H36O4,0.0768069
C13H6O4,0.1424454
C14H8O4,0.2889881
C15H10O4,0.4684213
C16H12O4,0.4703097
C17H14O4,0.4375072
C18H16O4,0.4019681
C19H18O4,0.3756256
C20H20O4,0.3317474
C21H22O4,0.3336493
C22H24O4,0.2325001
C24H28O4,0.0865483
C25H30O4,0.078843
C14H6O4,0.0960543
C15H8O4,0.2803195
C16H10O4,0.4187227
C17H12O4,0.4086743
C18H14O4,0.292081
C19H16O4,0.3064091
C20H18O4,0.2256886
C21H20O4,0.2917961
C22H22O4,0.1310305
C23H24O4,0.0824325
C25H28O4,0.0831691
C39H56O4,0.618142
C16H8O4,0.2154229
C17H10O4,0.3326528
C18H12O4,0.3655817
C19H14O4,0.358154
C20H16O4,0.2275336
C21H18O4,0.2344409
C22H20O4,0.1149021
C23H22O4,0.0942353
C17H8O4,0.0840895
C18H10O4,0.2313559
C19H12O4,0.3014188
C20H14O4,0.2314984
C21H16O4,0.1786364
C22H18O4,0.1295029
C19H10O4,0.1526682
C20H12O4,0.1951559
C21H14O4,0.1577654
C22H16O4,0.1597864
C10H18O5,0.239577
C11H20O5,0.1415153
C12H22O5,0.1268828
C16H30O5,0.4230215
C17H32O5,0.203998
C18H34O5,1.2653592
C19H36O5,0.1656544
C20H38O5,0.1578877
C22H42O5,0.1667173
C10H16O5,0.5058565
C11H18O5,0.4167842
C12H20O5,0.4154884
C13H22O5,0.2831662
C14H24O5,0.3502119
C15H26O5,0.3696321
C16H28O5,0.2184065
C17H30O5,0.1733596
C18H32O5,4.7673311
C19H34O5,0.6935605
C20H36O5,0.1817814
C22H40O5,0.0881789
C10H14O5,0.6591244
C11H16O5,0.7460905
C12H18O5,0.5645855
C13H20O5,0.8922071
C14H22O5,1.0046004
C15H24O5,1.3438023
C16H26O5,0.7647951
C17H28O5,0.5090029
C18H30O5,0.7034116
C19H32O5,0.2467825
C20H34O5,0.2478047
C36H66O5,0.0948262
C10H12O5,0.5798118
C11H14O5,1.0393806
C12H16O5,0.9862652
C13H18O5,1.4531552
C14H20O5,1.7378291
C15H22O5,2.4763761
C16H24O5,1.3860646
C17H26O5,1.147192
C18H28O5,1.0304264
C19H30O5,0.8172851
C20H32O5,0.759062
C21H34O5,0.1242959
C22H36O5,0.1563021
C23H38O5,0.0973418
C10H10O5,0.5688151
C11H12O5,0.8867885
C12H14O5,0.9585662
C13H16O5,1.2569816
C14H18O5,2.0154233
C15H20O5,2.714323
C16H22O5,1.7397794
C17H24O5,1.8573076
C18H26O5,1.8073908
C19H28O5,2.0954244
C20H30O5,1.2517025
C21H32O5,0.3742943
C22H34O5,0.1918874
C23H36O5,0.146939
C24H38O5,0.1273682
C25H40O5,0.0904193
C29H48O5,0.0961793
C30H50O5,0.1518285
C10H8O5,0.5236305
C11H10O5,0.9842081
C12H12O5,0.905575
C13H14O5,1.3044595
C14H16O5,1.5425264
C15H18O5,2.4078534
C16H20O5,1.8964168
C17H22O5,2.3414192
C18H24O5,2.2479715
C19H26O5,2.9126189
C20H28O5,1.5793293
C21H30O5,0.7234756
C22H32O5,0.3142581
C23H34O5,0.2855414
C24H36O5,0.3061047
C25H38O5,0.1739797
C26H40O5,0.1328854
C27H42O5,0.0968006
C28H44O5,0.1041212
C29H46O5,0.2580893
C30H48O5,0.362613
C10H6O5,0.4130788
C11H8O5,0.8771501
C12H10O5,0.9238987
C13H12O5,1.0851179
C14H14O5,1.1448134
