Formula,Mono Inty
C14H18O,0.1331591
C15H20O,0.1654615
C16H22O,0.0962853
C17H24O,0.0884482
C14H16O,0.0989974
C15H18O,0.1202319
C16H20O,0.079421
C18H24O,0.0809418
C14H14O,0.1140962
C15H16O,0.0801302
C16H18O,0.16697
C17H20O,0.1005942
C11H16O2,0.1276898
C12H18O2,0.1576083
C13H20O2,0.1457775
C14H22O2,0.1594302
C15H24O2,0.0758725
C16H26O2,0.0903125
C11H14O2,0.1332068
C12H16O2,0.2654893
C13H18O2,0.2724042
C14H20O2,0.3805939
C15H22O2,0.2857661
C16H24O2,0.1714888
C17H26O2,0.0896422
C13H16O2,0.3906526
C14H18O2,0.4418317
C15H20O2,0.2905112
C16H22O2,0.3032273
C17H24O2,0.1943939
C18H26O2,0.164979
C19H28O2,0.1091729
C20H30O2,0.0916196
C13H14O2,0.23891
C14H16O2,0.4302194
C15H18O2,0.3927011
C16H20O2,0.4038984
C17H22O2,0.3034047
C18H24O2,0.3291384
C19H26O2,0.2068991
C20H28O2,0.2232386
C13H12O2,0.2713312
C14H14O2,0.2704865
C15H16O2,0.269477
C16H18O2,0.293969
C17H20O2,0.328449
C18H22O2,0.3020056
C19H24O2,0.2392084
C20H26O2,0.2071782
C21H28O2,0.1097595
C22H30O2,0.0780818
C13H10O2,0.1496626
C14H12O2,0.1956808
C15H14O2,0.3117807
C16H16O2,0.1879703
C17H18O2,0.2297353
C18H20O2,0.1903178
C19H22O2,0.17236
C20H24O2,0.1659247
C21H26O2,0.1147452
C22H28O2,0.1061805
C13H8O2,0.1955514
C14H10O2,0.2041966
C15H12O2,0.2545323
C16H14O2,0.1338824
C17H16O2,0.1983866
C18H18O2,0.1750341
C19H20O2,0.138553
C20H22O2,0.1385342
C21H24O2,0.0962554
C22H26O2,0.0814308
C15H10O2,0.1749523
C16H12O2,0.0915928
C17H14O2,0.1191368
C18H16O2,0.1053796
C20H20O2,0.086136
C21H22O2,0.0849083
C10H14O3,0.0981493
C11H16O3,0.286023
C12H18O3,0.2270328
C13H20O3,0.303266
C14H22O3,0.2074248
C15H24O3,0.1823028
C16H26O3,0.1289198
C18H30O3,0.0766907
C11H14O3,0.4021442
C12H16O3,0.4316712
C13H18O3,0.6128826
C14H20O3,0.4565647
C15H22O3,0.5409033
C16H24O3,0.305267
C17H26O3,0.239722
C18H28O3,0.162881
C19H30O3,0.1464089
C20H32O3,0.0927145
C10H10O3,0.1412162
C11H12O3,0.4185636
C12H14O3,0.4964125
C13H16O3,0.7501707
C14H18O3,0.7281515
C15H20O3,0.706948
C16H22O3,0.5688024
C17H24O3,0.3942077
C18H26O3,0.4505236
C19H28O3,0.3433265
C20H30O3,0.1971498
C21H32O3,0.121367
C12H12O3,0.4514647
C13H14O3,0.608526
C14H16O3,0.5901463
C15H18O3,0.7212938
C16H20O3,0.6511288
C17H22O3,0.6081388
C18H24O3,0.5673587
C19H26O3,0.5253921
C20H28O3,0.3917359
C21H30O3,0.2186146
C22H32O3,0.1531448
C12H10O3,0.3088737
C13H12O3,0.4820928
C14H14O3,0.489275
C15H16O3,0.5891738
C16H18O3,0.5439917
C17H20O3,0.6946813
C18H22O3,0.56375
C19H24O3,0.6204053
C20H26O3,0.4445327
C21H28O3,0.3831297
C22H30O3,0.2085837
C12H8O3,0.1745564
C13H10O3,0.3374591
C14H12O3,0.3308021
C15H14O3,0.3352719
C16H16O3,0.4263268
C17H18O3,0.4840706
C18H20O3,0.5244831
C19H22O3,0.6474934
C20H24O3,0.4082064
C21H26O3,0.3322273
C22H28O3,0.2034059
C23H30O3,0.158466
C12H6O3,0.0822467
C13H8O3,0.2709834
C14H10O3,0.4039514
C15H12O3,0.3165474
C16H14O3,0.2849617
C17H16O3,0.3070518
C18H18O3,0.2713293
C19H20O3,0.3246216
C20H22O3,0.2770922
C21H24O3,0.2567696
C22H26O3,0.2450601
C23H28O3,0.1581365
C14H8O3,0.1935481
C15H10O3,0.2258437
C16H12O3,0.2749616
C17H14O3,0.2618867
C18H16O3,0.2045988
C19H18O3,0.17675
C20H20O3,0.2137238
C21H22O3,0.1603783
C22H24O3,0.1829431
C15H8O3,0.0912473
C16H10O3,0.2344915
C17H12O3,0.1846654
C18H14O3,0.1525417
C19H16O3,0.1380204
C20H18O3,0.1417466
C21H20O3,0.1235917
C22H22O3,0.1195934
C23H24O3,0.0864876
C16H8O3,0.0993793
C18H12O3,0.1556761
C19H14O3,0.157859
C20H16O3,0.1286085
C21H18O3,0.0965875
C22H20O3,0.0981349
C23H22O3,0.0769245
C18H10O3,0.1160484
C19H12O3,0.1000808
C20H14O3,0.1157606
C22H18O3,0.1638343
C10H16O4,0.2500036
C11H18O4,0.1955205
C12H20O4,0.1462059
C13H22O4,0.1247844
C14H24O4,0.1149531
C15H26O4,0.129714
C10H14O4,0.3101566
C11H16O4,0.3884263
C12H18O4,0.5525087
C13H20O4,0.3835491
C14H22O4,0.4197859
C15H24O4,0.523151
C16H26O4,0.2181497
C17H28O4,0.2044226
C18H30O4,0.1132179
C19H32O4,0.0856639
C20H34O4,0.0819709
C10H12O4,0.3865966
C11H14O4,0.4569728
C12H16O4,0.7562924
C13H18O4,0.7166948
C14H20O4,0.8241127
C15H22O4,1.1094648
C16H24O4,0.6418209
C17H26O4,0.5115734
C18H28O4,0.4054585
C19H30O4,0.3155104
C20H32O4,0.2910531
C10H10O4,0.3949807
C11H12O4,0.5582656
C12H14O4,0.9394339
C13H16O4,0.8680761
C14H18O4,1.2971737
C15H20O4,1.294874
C16H22O4,1.2990223
C17H24O4,1.0883508
C18H26O4,1.0438228
C19H28O4,0.7873791
C20H30O4,0.7056685
C21H32O4,0.21158
C22H34O4,0.1233949
C11H10O4,0.521005
C12H12O4,0.7817468
C13H14O4,0.8716245
C14H16O4,1.0276974
C15H18O4,1.1209389
C16H20O4,1.219048
C17H22O4,1.5201101
C18H24O4,1.5938128
C19H26O4,1.2572401
C20H28O4,1.070294
C21H30O4,0.4975859
C22H32O4,0.2197144
C23H34O4,0.1143425
C11H8O4,0.4359413
C12H10O4,0.6548007
C13H12O4,0.5347801
C14H14O4,0.7713988
C15H16O4,0.8766677
C16H18O4,0.9659882
C17H20O4,1.07686
C18H22O4,1.2892843
C19H24O4,1.3789881
C20H26O4,1.1547315
C21H28O4,0.826277
C22H30O4,0.2739242
C23H32O4,0.2130764
C24H34O4,0.0947143
C25H36O4,0.0952654
C26H38O4,0.0988668
C27H40O4,0.0830808
C11H6O4,0.1557643
C12H8O4,0.4368569
C13H10O4,0.512397
C14H12O4,0.6549107
C15H14O4,0.5313014
C16H16O4,0.8196269
C17H18O4,0.7912672
C18H20O4,1.1177471
C19H22O4,1.0591058
C20H24O4,1.0854895
C21H26O4,0.7020441
C22H28O4,0.3696353
C23H30O4,0.2707721
C24H32O4,0.1623044
C25H34O4,0.1250131
C26H36O4,0.1105141
C12H6O4,0.2023848
C13H8O4,0.3416852
C14H10O4,0.3674335
C15H12O4,0.4728097
C16H14O4,0.522291
C17H16O4,0.5899161
C18H18O4,0.800238
C19H20O4,0.6933495
C20H22O4,0.7762259
C21H24O4,0.5239311
C22H26O4,0.4120373
C23H28O4,0.1554121
C24H30O4,0.1664585
C25H32O4,0.1304632
C26H34O4,0.1091782
C27H36O4,0.0823481
C13H6O4,0.1060391
C14H8O4,0.2327326
C15H10O4,0.4175787
C16H12O4,0.4522577
C17H14O4,0.4375339
C18H16O4,0.3966472
C19H18O4,0.4057823
C20H20O4,0.4392218
C21H22O4,0.4556786
C22H24O4,0.3212143
C23H26O4,0.1051269
C24H28O4,0.095387
C25H30O4,0.123809
C15H8O4,0.2292027
C16H10O4,0.3690087
C17H12O4,0.3428303
C18H14O4,0.2918882
C19H16O4,0.2867281
C20H18O4,0.2488819
C21H20O4,0.324376
C22H22O4,0.1709298
C23H24O4,0.1100904
C25H28O4,0.0821857
C16H8O4,0.1536118
C17H10O4,0.2603011
C18H12O4,0.3027566
C19H14O4,0.2838408
C20H16O4,0.2323378
C21H18O4,0.2596478
C22H20O4,0.1090566
C23H22O4,0.0870711
C25H26O4,0.0824156
C18H10O4,0.1990375
C19H12O4,0.2395471
C20H14O4,0.1979105
C21H16O4,0.1808143
C22H18O4,0.1383271
C23H20O4,0.0850357
C19H10O4,0.1322295
C20H12O4,0.1498259
C21H14O4,0.1201046
C22H16O4,0.0914557
C20H10O4,0.1105978
C21H12O4,0.1056967
C22H14O4,0.0882354
C23H16O4,0.0904382
C10H16O5,0.2656356
C11H18O5,0.2823147
C12H20O5,0.2843013
C13H22O5,0.1558571
C14H24O5,0.2069607
C15H26O5,0.243788
C16H28O5,0.1494349
C18H32O5,0.1113964
C10H14O5,0.4841565
C11H16O5,0.5950293
C12H18O5,0.5390789
C13H20O5,0.6898741
C14H22O5,0.7889243
C15H24O5,0.9475762
C16H26O5,0.6101501
C17H28O5,0.3752876
C18H30O5,0.2798266
C19H32O5,0.1252997
C20H34O5,0.1242828
C10H12O5,0.5025166
C11H14O5,0.9377561
C12H16O5,0.9586784
C13H18O5,1.2972502
C14H20O5,1.6660811
C15H22O5,1.8931651
C16H24O5,1.3661741
C17H26O5,1.1697897
C18H28O5,0.8892547
C19H30O5,0.6912854
C20H32O5,0.4767373
C21H34O5,0.0929896
C10H10O5,0.6369965
C11H12O5,0.8632016
C12H14O5,0.9689006
C13H16O5,1.2584851
C14H18O5,2.2016795
C15H20O5,2.5027015
C16H22O5,2.1633034
C17H24O5,2.1832697
C18H26O5,1.9253542
C19H28O5,2.1152871
C20H30O5,0.9250013
C21H32O5,0.3843273
C22H34O5,0.2051919
C23H36O5,0.1478785
C24H38O5,0.1219351
C10H8O5,0.4909286
C11H10O5,0.9190098
C12H12O5,0.8345449
C13H14O5,1.3478829
C14H16O5,1.5812113
C15H18O5,2.4486222
C16H20O5,2.4827843
C17H22O5,3.100817
C18H24O5,2.860219
C19H26O5,3.4480991
C20H28O5,1.6091455
C21H30O5,0.8319106
C22H32O5,0.3668633
C23H34O5,0.3002044
C24H36O5,0.2517398
C25H38O5,0.1579148
C26H40O5,0.136252
C27H42O5,0.1007854
C28H44O5,0.077974
C29H46O5,0.0880162
C30H48O5,0.1001044
C10H6O5,0.433042
C11H8O5,0.7606618
C12H10O5,0.7996747
C13H12O5,1.0195659
C14H14O5,1.0856969
C15H16O5,1.410512
C16H18O5,2.1975737
C17H20O5,2.8018687
C18H22O5,2.7521505
C19H24O5,3.1312401
C20H26O5,2.7271736
C21H28O5,1.0178813
C22H30O5,0.616528
C23H32O5,0.4073315
C24H34O5,0.4390696
C25H36O5,0.2681463
C26H38O5,0.2066358
