Formula,Mono Inty
C13H18O,0.2072213
C14H20O,0.0975788
C15H22O,0.1117128
C16H24O,0.0897845
C17H26O,0.0809681
C13H16O,0.1434956
C14H18O,0.175469
C16H22O,0.1115507
C17H24O,0.0847055
C19H28O,0.1270038
C11H16O2,0.1021572
C12H18O2,0.2022069
C13H20O2,0.1116858
C14H22O2,0.2634994
C15H24O2,0.0898012
C16H26O2,0.0916372
C18H30O2,0.1463194
C19H32O2,0.0722166
C20H34O2,0.1306836
C11H14O2,0.0880459
C12H16O2,0.3357528
C13H18O2,0.2866084
C15H22O2,0.4604231
C16H24O2,0.1801622
C17H26O2,0.1250377
C18H28O2,0.1134868
C19H30O2,0.1115946
C20H32O2,0.5745371
C11H12O2,0.1529841
C12H14O2,0.375927
C13H16O2,0.3665647
C15H20O2,0.2673765
C16H22O2,0.2465747
C17H24O2,0.2083819
C18H26O2,0.2324474
C19H28O2,0.1560915
C20H30O2,2.1787567
C30H50O2,0.5188612
C12H12O2,0.2813759
C13H14O2,0.3107452
C14H16O2,0.124745
C15H18O2,0.2707007
C16H20O2,0.28465
C17H22O2,0.2478946
C18H24O2,0.3492558
C19H26O2,0.2010432
C20H28O2,4.2998352
C29H46O2,0.0787588
C30H48O2,0.1463783
C12H10O2,0.1922233
C13H12O2,0.200872
C14H14O2,0.1138465
C15H16O2,0.226713
C16H18O2,0.1657489
C17H20O2,0.2082655
C18H22O2,0.221337
C19H24O2,0.1987086
C20H26O2,0.4418832
C21H28O2,0.0950001
C30H46O2,0.6516755
C13H10O2,0.1893846
C15H14O2,0.1964303
C16H16O2,0.1331882
C17H18O2,0.1256512
C18H20O2,0.128454
C19H22O2,0.0953608
C20H24O2,0.1239809
C13H8O2,0.2056141
C14H10O2,0.1417572
C15H12O2,0.2197962
C16H14O2,0.1597307
C17H16O2,0.1334029
C18H18O2,0.0990405
C19H20O2,0.0885824
C20H22O2,0.0783799
C14H8O2,0.071141
C15H10O2,0.1125051
C16H12O2,0.1114028
C17H14O2,0.138082
C18H16O2,0.0907601
C10H16O3,0.1920278
C11H18O3,0.2208535
C12H20O3,0.1415584
C13H22O3,0.1726203
C14H24O3,0.1027481
C15H26O3,0.1328357
C16H28O3,0.2918021
C18H32O3,0.3834363
C19H34O3,0.0847464
C20H36O3,0.1640531
C22H40O3,0.0713485
C10H14O3,0.152171
C11H16O3,0.4282074
C12H18O3,0.1891997
C13H20O3,0.473424
C14H22O3,0.3701791
C15H24O3,0.3068888
C16H26O3,0.1764424
C17H28O3,0.1233315
C18H30O3,1.3301904
C19H32O3,0.1998032
C20H34O3,0.5031043
C10H12O3,0.2504064
C11H14O3,0.5794935
C12H16O3,0.5171432
C13H18O3,0.7399268
C14H20O3,0.5827748
C15H22O3,0.747582
C16H24O3,0.3799079
C17H26O3,0.3532672
C18H28O3,0.4585976
C19H30O3,0.4811951
C20H32O3,1.2634274
C21H34O3,0.1464054
C28H48O3,0.0874455
