,"(50, 50, 50, 50, 50)","(6, 10, 0, 5, 0)","(6, 8, 0, 4, 0)","(1, 2, 0, 1, 0)","(5, 8, 0, 4, 0)","(5, 6, 0, 3, 0)","(8, 11, 1, 2, 0)","(1, 2, 0, 0, 0)","(2, 2, 0, 1, 0)","(2, 4, 0, 1, 0)","(3, 4, 0, 1, 0)","(1, 0, 0, 2, 0)","(0, 2, 0, 1, 0)","(0, 3, 1, 0, 0)","(0, 2, 0, 0, 1)","(0, -2, 0, 1, 0)","(0, 0, 0, 1, 0)","(0, 1, 1, 0, 0)","(0, 0, 0, 0, 1)","(9, 8, 0, 2, 0)","(10, 10, 0, 3, 0)","(11, 14, 0, 4, 0)","(7, 4, 0, 4, 0)","(7, 2, 0, 3, 0)","(6, 4, 0, 3, 0)","(7, 6, 0, 2, 0)","(8, 8, 0, 3, 0)","(0, 0, 0, 3, 1)","(0, 0, 0, 2, 1)"
DOM1/SpringBranch_11212019.csv,37.50437876201338,37.845702122979695,37.678503913515144,37.21161401089695,37.59380100982057,37.25724889503585,37.19198121560945,35.20200841132966,37.974915856785245,37.61866084552474,37.417038427127736,37.54396786971224,37.23511833747228,37.399526190757754,39.67964896294806,37.89223329193062,37.513212716248304,38.754482381873665,39.47079598473178,37.878909490505855,36.76322871612178,37.16678247054418,37.52865140852001,37.27567754619652,37.87333518001768,37.497771293256015,37.405918986433086,37.482274636626244,38.41286533706718
