,"(50, 50, 50, 50, 50)","(6, 10, 0, 5, 0)","(6, 8, 0, 4, 0)","(1, 2, 0, 1, 0)","(8, 11, 1, 2, 0)","(1, 2, 0, 0, 0)","(2, 2, 0, 1, 0)","(2, 4, 0, 1, 0)","(3, 6, 0, 1, 0)","(8, 8, 0, 0, 0)","(10, 8, 0, 4, 0)","(5, 8, 0, 0, 0)","(1, 0, 0, 2, 0)","(0, 2, 0, 1, 0)","(0, 3, 1, 0, 0)","(0, 2, 0, 0, 1)","(0, 2, 0, 0, 0)","(0, -2, 0, 1, 0)","(0, -2, 0, 2, 0)","(0, 0, 0, 1, 0)","(0, 1, 1, 0, 0)","(0, 0, 0, 0, 1)","(9, 8, 0, 2, 0)","(6, 4, 0, 1, 0)","(9, 10, 0, 3, 0)","(7, 2, 0, 3, 0)","(6, 4, 0, 3, 0)","(7, 6, 0, 2, 0)","(8, 8, 0, 3, 0)","(0, 0, 0, 3, 1)","(0, -2, 0, 2, 1)"
TO4/CourseyPond_11022020.csv,0.04720593214035034,0.04234268017113209,0.04162453703582287,0.044503516107797625,0.04151567116379738,0.03476328413933516,0.041906972751021385,0.04469102837145329,0.04645375110208989,0.04072990640997887,0.04386695869266987,0.04165819123387336,0.04557072997093201,0.03008670367300511,0.039637888222932814,0.041671423390507695,0.026621092408895493,0.03496878404170275,0.04254693992435933,0.03499237012118101,0.03971678912639618,0.04415933683514595,0.04447603359818459,0.04434190347790718,0.04440180093050003,0.041921088024973865,0.042875015810132026,0.04205975778400898,0.04186185494065285,0.04273396492004395,0.04418561801314354
