,"(50, 50, 50, 50, 50)","(6, 10, 0, 5, 0)","(6, 8, 0, 4, 0)","(1, 2, 0, 1, 0)","(8, 11, 1, 2, 0)","(1, 2, 0, 0, 0)","(2, 2, 0, 1, 0)","(2, 4, 0, 1, 0)","(3, 6, 0, 1, 0)","(8, 8, 0, 0, 0)","(10, 8, 0, 4, 0)","(5, 8, 0, 0, 0)","(1, 0, 0, 2, 0)","(0, 2, 0, 1, 0)","(0, 3, 1, 0, 0)","(0, 2, 0, 0, 1)","(0, 2, 0, 0, 0)","(0, -2, 0, 1, 0)","(0, -2, 0, 2, 0)","(0, 0, 0, 1, 0)","(0, 1, 1, 0, 0)","(0, 0, 0, 0, 1)","(9, 8, 0, 2, 0)","(6, 4, 0, 1, 0)","(9, 10, 0, 3, 0)","(7, 2, 0, 3, 0)","(6, 4, 0, 3, 0)","(7, 6, 0, 2, 0)","(8, 8, 0, 3, 0)","(0, 0, 0, 3, 1)","(0, -2, 0, 2, 1)"
DOM7/CourseyPond_11212019.csv,0.07371628984808921,0.07680170133709908,0.0737332558631897,0.06346068620681763,0.07343491658568382,0.05548201225697994,0.06993873551487922,0.07698815017938614,0.07707652516663073,0.0750847065448761,0.07301224693655968,0.07672156617045403,0.07138381928205491,0.06318401344120503,0.07867713563144206,0.07421082630753519,0.047431645058095454,0.05965844657272101,0.06769597001373769,0.05358775716274977,0.07913692206144332,0.08184422865509987,0.07636048398911954,0.07750648140907287,0.07708727583289146,0.0741806612163782,0.07316235616803168,0.07016828887164592,0.07472298488020897,0.07635368548333646,0.07505631610751153
