,"(50, 50, 50, 50, 50)","(6, 10, 0, 5, 0)","(6, 8, 0, 4, 0)","(1, 2, 0, 1, 0)","(8, 11, 1, 2, 0)","(1, 2, 0, 0, 0)","(2, 2, 0, 1, 0)","(2, 4, 0, 1, 0)","(3, 6, 0, 1, 0)","(8, 8, 0, 0, 0)","(10, 8, 0, 4, 0)","(5, 8, 0, 0, 0)","(1, 0, 0, 2, 0)","(0, 2, 0, 1, 0)","(0, 3, 1, 0, 0)","(0, 2, 0, 0, 1)","(0, 2, 0, 0, 0)","(0, -2, 0, 1, 0)","(0, -2, 0, 2, 0)","(0, 0, 0, 1, 0)","(0, 1, 1, 0, 0)","(0, 0, 0, 0, 1)","(9, 8, 0, 2, 0)","(6, 4, 0, 1, 0)","(9, 10, 0, 3, 0)","(7, 2, 0, 3, 0)","(6, 4, 0, 3, 0)","(7, 6, 0, 2, 0)","(8, 8, 0, 3, 0)","(0, 0, 0, 3, 1)","(0, -2, 0, 2, 1)"
DOM4/McCauleyPond_05262021.csv,0.0433864211042722,0.04650369230657815,0.04283629897981882,0.028622510796412825,0.041985160484910015,0.02378999392191569,0.03842901733393471,0.04200847658018271,0.04252461940050125,0.04088795576244593,0.04005171700070302,0.04574022411058347,0.041489337260524436,0.028116609000911313,0.054628351579109835,0.04488612158844869,0.013096742774359882,0.0238136642302076,0.03484872318804264,0.023140541991839805,0.042547387753923735,0.04102777267495791,0.04335590569923321,0.04230400193482638,0.044915966254969436,0.044944441070159276,0.04447445627301932,0.04265614567945401,0.04411504591504732,0.04412549392630657,0.04269739923377831
